Number,Gene Name
3173,CTXND2
3174,OR5M8
3175,LHCGR
3176,IFI27L2
3177,RTP1
3178,CALHM5
3179,SEMA4F
3180,TRPC3
3181,OR13G1
3182,FNDC9
3183,OR6N2
3184,ADAM33
3185,ASAH2
3186,SHISA4
3187,PTPRR
3188,TNFRSF25
3189,OR5A2
3190,CDH17
3191,EI24
3192,INAFM1
3193,PTCHD4
3194,ELOVL4
3195,KCNK5
3196,PCDHGA1
3197,COX6C
3198,SLC25A28
3199,HTR3C
3200,HCAR1
3201,SLC5A11
3202,MICOS13
3203,RER1
3204,ANTXRL
3205,STT3B
3206,GPR174
3207,DSC3
3208,TMEM87A
3209,SEMA6D
3210,AQP7
3211,ANTKMT
3212,SLC5A8
3213,HLA-DQB1
3214,TMEM215
3215,FAM174B
3216,GALNT5
3217,ESYT3
3218,OR10A4
3219,SLC6A3
3220,CDH1
3221,SLC2A6
3222,OR5B2
3223,ACVRL1
3224,CHST5
3225,KCNK12
3226,OPN3
3227,SLC2A7
3228,SNN
3229,CSGALNACT2
3230,MEGF8
3231,SLC25A22
3232,LRRC3C
3233,DSCAM
3234,CCR4
3235,TMED4
3236,PLXDC1
3237,EVA1B
3238,SLC2A1
3239,POMGNT2
3240,GJA5
3241,GRM4
3242,SMPD2
3243,ZDHHC9
3244,OR6P1
3245,PTH1R
3246,KIR2DS5
3247,DRD2
3248,PINK1
3249,GALNTL6
3250,TMEM69
3251,YIPF3
3252,COX18
3253,KCNV1
3254,CABP7
3255,CD8B
3256,FXYD2
3257,PTPRA
3258,SLC25A39
3259,CD300LD
3260,ZDHHC3
3261,TMEM131
3262,TFRC
3263,NDC1
3264,SSR3
3265,SMIM30
3266,MXRA7
3267,OR6A2
3268,BOC
3269,IRAG2
3270,SCARF1
3271,RNF19A
3272,ATP8B3
3273,TMEM125
3274,NMBR
3275,LAPTM4B
3276,TMEM160
3277,GJA10
3278,NDUFB1
3279,OR10Q1
3280,GOLT1A
3281,TMBIM6
3282,NIPA2
3283,BACE2
3284,OPRK1
3285,SLC2A11
3286,SURF1
3287,OR56A4
3288,SLC39A10
3289,CD300LF
3290,ZDHHC23
3291,TMEM87B
3292,TAS2R5
3293,GPRC5C
3294,GPNMB
3295,SC5D
3296,SCAMP1
3297,CD151
3298,VPS35L
3299,RNASEK
3300,OR7D4
3301,UQCR11
3302,FXYD6P3
3303,CSPG5
3304,TAS2R4
3305,ADGRG7
3306,UQCRFS1
3307,TMEM45B
3308,OR13C6P
3309,OR4M1
3310,LFNG
3311,FAM171A1
3312,IL3RA
3313,SMIM11B
3314,FUT1
3315,OR2T3
3316,TMUB1
3317,PTAFR
3318,IFI27
3319,ADAM23
3320,CYP8B1
3321,SLC35G3
3322,COX20
3323,SLC39A6
3324,SLC22A24
3325,SLC17A2
3326,FUNDC1
3327,IGF2R
3328,PKD2L1
3329,ADGRF5
3330,SMIM38
3331,TNFSF9
3332,SLC26A1
3333,EPHA8
3334,KCNA3
3335,CTNS
3336,C16orf54
3337,TECR
3338,TMIGD2
3339,TMEM238
3340,NRXN2
3341,CTXN2
3342,OR5G3
3343,EPHB3
3344,CNGA4
3345,OR11L1
3346,HTR2A
3347,ADGRE1
3348,FLT3LG
3349,HS6ST1
3350,SLC6A4
3351,MIEF2
3352,OR4K5
3353,ZMPSTE24
3354,TLR2
3355,TGOLN2
3356,LGR4
3357,ORAI3
3358,CDH12
3359,KDELR2
3360,RMDN2
3361,SLC13A4
3362,MPDU1
3363,CADM3
3364,TMEM100
3365,CYB5B
3366,OR52N1
3367,TMEM200A
3368,ILVBL
3369,FCGR2A
3370,TAS2R1
3371,ATG9A
3372,OR2T8
3373,ZDHHC21
3374,CLEC2A
3375,B3GNT7
3376,REELD1
3377,KCNA7
3378,TAFAZZIN
3379,TAS2R60
3380,NPHS1
3381,MUC4
3382,LMTK2
3383,LEMD2
3384,CLDN19
3385,SPACA1
3386,SCARB2
3387,CIP2A
3388,DCST2
3389,CLEC4G
3390,GPR42
3391,SLC3A1
3392,OR4C16
3393,HLA-DRB1
3394,SHISA7
3395,TRA
3396,A8MWL6
3397,MTNR1B
3398,TSPAN9
3399,MT-ND1
3400,SEC11C
3401,HTR7
3402,TMEM64
3403,GPR19
3404,CXCR2
3405,TSPAN2
3406,OR4K15
3407,DLK2
3408,MUC22
3409,APCDD1
3410,OR6B1
3411,SPATA31D3
3412,SMIM12
3413,CD93
3414,BTBD11
3415,JKAMP
3416,EPHA7
3417,PNPLA3
3418,BVES
3419,OTOP3
3420,TMPRSS11B
3421,MUC21
3422,OR8B12
3423,XYLT2
3424,IFNLR1
3425,NFXL1
3426,NECTIN1
3427,ITGB4
3428,SLC27A6
3429,OR4D9
3430,TMEM184A
3431,KISS1R
3432,XKRY2
3433,NDST1
3434,ERBB3
3435,PLSCR3
3436,ABCB6
3437,ATP2B2
3438,SHISA2
3439,SPPL2B
3440,SLC7A5P2
3441,BAX
3442,TNFSF11
3443,MFSD2A
3444,CD33
3445,FAT4
3446,OR5M9
3447,OCA2
3448,TMPPE
3449,OR1J4
3450,ANKRD46
3451,CACNA1S
3452,TMEM187
3453,MOSPD2
3454,FCRL3
3455,SLC12A5
3456,CACNA1D
3457,FSHR
3458,GPR32P1
3459,SLC6A12
3460,PTPRN2
3461,STMP1
3462,GPR153
3463,HSD17B12
3464,TGFA
3465,SYS1
3466,CXCR5
3467,MTX1
3468,CLTRN
3469,XKR8
3470,GRM5
3471,SLC35A3
3472,OR10J4
3473,OR6Q1
3474,OPN1MW3
3475,LPAR4
3476,ADGRE5
3477,CEACAM4
3478,TLR1
3479,XG
3480,TMEM116
3481,TGFBR2
3482,B3GNT4
3483,DSG2
3484,MAN2A2
3485,KEL
3486,PCDH18
3487,PTPRU
3488,GPRC5A
3489,AXL
3490,PCDHAC1
3491,ASTN1
3492,TLCD3A
3493,SLC10A2
3494,PLXNA3
3495,CRHR1
3496,SLC26A3
3497,UBE2J2
3498,TMEM267
3499,IL17RE
3500,MC2R
3501,OR2J2
3502,LRRC4B
3503,OR2D2
3504,PKDREJ
3505,OR4D11
3506,FER1L6
3507,FAM210A
3508,YIPF4
3509,OR52N5
3510,LNPK
3511,ARMH4
3512,SLC25A14
3513,UPK1B
3514,FIMP
3515,OR4C15
3516,MRS2
3517,ATRNL1
3518,SLC15A2
3519,ERVPABLB-1
3520,CLEC1B
3521,LRRTM3
3522,TRPC5
3523,SPATA31A1
3524,SPATA31E1
3525,ST3GAL6
3526,KCNC1
3527,YME1L1
3528,OR10A2
3529,LRP12
3530,GLP1R
3531,ELOVL6
3532,SLC25A46
3533,ATP6V0A2
3534,SLC35G4
3535,GABRD
3536,TRPV1
3537,NDFIP1
3538,ATP5MK
3539,COX4I1
3540,P2RY4
3541,CLRN2
3542,HILPDA
3543,CD72
3544,ZDHHC1
3545,VTI1B
3546,ROBO2
3547,VANGL1
3548,TAS2R3
3549,GAL3ST2
3550,TMEM101
3551,OR51I1
3552,PTPRO
3553,UQCC3
3554,C11orf87
3555,DEGS2
3556,TAOK2
3557,KLRG1
3558,COQ2
3559,FAM209A
3560,CERS1
3561,HTR2C
3562,RNF122
3563,CDH3
3564,FER1L5
3565,CLDN22
3566,LDLRAD3
3567,SLC44A4
3568,PTPRS
3569,OR8U8
3570,KIRREL1
3571,CISD1
3572,GLRB
3573,OR1F12
3574,TMEM150C
3575,SLC16A4
3576,HAS1
3577,MOGAT2
3578,YIF1B
3579,PLPP3
3580,OR2T12
3581,ASIC2
3582,SCN4A
3583,OR8J2
3584,PTGIS
3585,TRPV3
3586,KCNJ10
3587,FOXRED1
3588,SPNS3
3589,IL20RA
3590,ADGRV1
3591,LRP11
3592,SIRPB2
3593,SLC38A11
3594,MAS1L
3595,TMEM50A
3596,DERL3
3597,GABBR1
3598,MICU1
3599,TMEM88
3600,MOGS
3601,GPR101
3602,OR51H1
3603,PODXL2
3604,MT-ND4L
3605,SLC8A2
3606,SLC12A8
3607,OR7A10
3608,F11R
3609,NDUFB5
3610,GYPB
3611,OR6C75
3612,CCR1
3613,GABRA5
3614,TMEM86A
3615,P61567
3616,ACKR2
3617,VSIG2
3618,SLC7A8
3619,FAM210B
3620,BMPR2
3621,MYADM
3622,OR2F1
3623,DUOX2
3624,SLAMF6
3625,SMIM10
3626,TMEM52
3627,VSIG10L
3628,TMEM45A
3629,SUCO
3630,TRABD2A
3631,HSD3B1
3632,NECTIN2
3633,SRD5A2
3634,COX8C
3635,LARGE1
3636,CEND1
3637,SLC22A12
3638,SLC6A9
3639,GRM8
3640,ABHD14A
3641,VAMP2
3642,UBE2J1
3643,ATP8A1
3644,TMEM176B
3645,FAT2
3646,HLA-DRB3
3647,MUC3B
3648,ADAM21
3649,CD164
3650,CYSTM1
3651,IFITM2
3652,RHBDF2
3653,SLC17A3
3654,EDNRA
3655,NPTXR
3656,POMK
3657,KDELR1
3658,BNIP3
3659,TMEM132E
3660,CREB3
3661,IL17RD
3662,CTXN1
3663,SGMS2
3664,TMEM192
3665,MT-ND2
3666,LRRC70
3667,SLC44A1
3668,RTP2
3669,B4GALT5
3670,PCSK7
3671,LST1
3672,CRB2
3673,RNF43
3674,OR1I1
3675,HEPACAM
3676,SCD
3677,G6PC2
3678,CCDC136
3679,DGAT2
3680,VSTM2B
3681,MMP14
3682,RCE1
3683,SLC36A2
3684,ST6GALNAC4
3685,MGAT4A
3686,CD3E
3687,PCDHGA9
3688,SMO
3689,MSMO1
3690,ATRN
3691,PLN
3692,ZDHHC6
3693,MXRA8
3694,PDZK1IP1
3695,TMEM120B
3696,OR10X1
3697,RNF182
3698,IL17RB
3699,MFSD6
3700,EBAG9
3701,GYPA
3702,SLC43A2
3703,STYK1
3704,CHRNA10
3705,C1GALT1
3706,RDH10
3707,HERPUD2
3708,ABCB10
3709,HAS2
3710,DNAJC30
3711,TEX2
3712,SLC10A3
3713,SLC39A12
3714,ATP5MC2
3715,CD74
3716,LHFPL3
3717,CD1B
3718,ITGB7
3719,CCKBR
3720,SLC22A31
3721,ERVFRD-1
3722,GPAT3
3723,CLDN4
3724,NAGPA
3725,SYNE1
3726,MARCHF3
3727,IFI6
3728,HPN
3729,AATK
3730,EBP
3731,DMPK
3732,TRPV5
3733,FER1L4
3734,MT-CO2
3735,GBGT1
3736,MEGF9
3737,SOGA3
3738,SLC10A7
3739,SLC7A5P1
3740,ANO8
3741,C1orf185
3742,OR2AG1
3743,TIE1
3744,SELENOT
3745,OR52N2
3746,FMO4
3747,PEX16
3748,OR56B1
3749,PCDHA13
3750,CHPF2
3751,ELOVL1
3752,GPR37
3753,SLC10A5
3754,AGTR1
3755,SLC39A11
3756,HCN3
3757,DPP4
3758,UQCRFS1P1
3759,CDH10
3760,ADRA2A
3761,S1PR3
3762,CHST4
3763,LRFN5
3764,SPATA31C2
3765,RNF103
3766,LRRC37B
3767,MS4A6E
3768,TMIGD1
3769,ALPP
3770,LRRC55
3771,TSBP1
3772,KCNJ4
3773,TAAR3P
3774,SLC41A2
3775,LINC00477
3776,GALR2
3777,SLC23A1
3778,CD300H
3779,DGAT2L6
3780,SLC27A4
3781,RRP12
3782,SLC20A1
3783,SMIM11
3784,TMEM106C
3785,SLC7A10
3786,SLC5A9
3787,TMEM120A
3788,SLC47A2
3789,OR51A4
3790,RNFT2
3791,CCDC51
3792,SGCA
3793,CNGA1
3794,PCDHA3
3795,CDH23
3796,SLC4A11
3797,MARCHF8
3798,EPHX1
3799,CLEC17A
3800,ENTPD6
3801,TMEM121
3802,LINGO1
3803,SLC26A6
3804,PPP1R3F
3805,PLSCR2
3806,B3GNT9
3807,GAPT
3808,VAMP5
3809,OTOF
3810,XKR9
3811,TMEM143
3812,REEP1
3813,OR52B6
3814,TMEM273
3815,TMED6
3816,DOLPP1
3817,OR52E8
3818,GSG1
3819,DERL1
3820,LRRC24
3821,SYT13
3822,OR5C1
3823,RNF148
3824,LRRTM4
3825,PIGV
3826,OR10A7
3827,IFITM3
3828,NCR2
3829,MT-ND3
3830,B4GALNT3
3831,OR2K2
3832,OR4F15
3833,TECRL
3834,SMIM19
3835,P2RY11
3836,TMEM170A
3837,OR10A5
3838,HAS3
3839,CDH11
3840,CLEC1A
3841,CLEC4C
3842,PEDS1
3843,ITFG1
3844,LRP3
3845,LRRC8E
3846,TSPAN7
3847,SLC1A4
3848,ATRAID
3849,LMBR1
3850,OR5B21
3851,GALNT11
3852,STARD3
3853,GUCY2D
3854,P4HTM
3855,GRIA4
3856,ZDHHC18
3857,SERAC1
3858,ATP5MC3
3859,HLA-DQA2
3860,DPY19L2P2
3861,TAAR2
3862,OR51A7
3863,SLC35A1
3864,TMED7
3865,OR51E1
3866,ARMCX2
3867,NOX1
3868,GCNT1
3869,ALG14
3870,SIGLEC9
3871,SORL1
3872,SHISAL1
3873,LRTM2
3874,CLEC10A
3875,NRXN1
3876,ADGRL1
3877,MAG
3878,TMEM61
3879,TMEM260
3880,FGFR1
3881,ADAM9
3882,SLC46A3
3883,TMEM176A
3884,TIMM22
3885,PCDHB13
3886,OR2G3
3887,PGAP3
3888,TAP2
3889,KCNS3
3890,CLIC6
3891,FAM155A
3892,HS3ST4
3893,OR13C2
3894,STEAP3
3895,CATSPERD
3896,GP1BB
3897,CDS1
3898,CYP4Z1
3899,MUC1
3900,TMED3
3901,SIGLEC8
3902,CHST8
3903,ABCB8
3904,LPCAT3
3905,CD70
3906,UPK3B
3907,UPK3A
3908,RETREG1
3909,SLC35B1
3910,SLC6A19
3911,DRD1
3912,TMPRSS11E
3913,COX7A2
3914,PIEZO2
3915,TRGC1
3916,SEZ6L2
3917,PCDHB18P
3918,RNF222
3919,ZDHHC2
3920,KIR3DS1
3921,TRPC1
3922,HACD4
3923,B4GALT3
3924,TRAM1
3925,RNF152
3926,ALG11
3927,GJB4
3928,DCT
3929,SLC7A13
3930,ZNF593OS
3931,DPY19L2P1
3932,B3GALT2
3933,GPAM
3934,UNQ5815/PRO19632
3935,TMEM248
3936,ADRA1A
3937,EPHA6
3938,MCHR1
3939,FURIN
3940,PLPPR4
3941,SLC46A2
3942,DRD4
3943,SEC61A2
3944,CLDN18
3945,MFSD2B
3946,ATP5MC1
3947,NFASC
3948,RNF144A
3949,SLC35C2
3950,CSF1R
3951,ELAPOR2
3952,TMEM178B
3953,S1PR5
3954,OR52W1
3955,WDR83OS
3956,SERINC3
3957,PCDHB1
3958,NCLN
3959,TREML2
3960,FAM237A
3961,LILRA1
3962,GPR3
3963,CADM2
3964,MARCO
3965,RNF215
3966,FZD4
3967,SLC30A4
3968,ANKAR
3969,HTRA2
3970,DLK1
3971,RNF223
3972,COL17A1
3973,EVC2
3974,SIGMAR1
3975,MAOA
3976,SLC4A9
3977,ABCA8
3978,SMIM36
3979,MIA3
3980,LDLR
3981,TMEM200B
3982,SLC17A9
3983,HS3ST3A1
3984,INAFM2
3985,CREB3L1
3986,CDRT15L2
3987,DENND5B
3988,CACNG8
3989,LINGO2
3990,MIA2
3991,LPAR1
3992,B3GALT5
3993,IL4R
3994,DSG4
3995,IGF1R
3996,REEP3
3997,TMTC2
3998,GPM6B
3999,ACSL3
4000,BRI3BP
4001,ADAM12
4002,TMEM225B
4003,TMEM72
4004,OR2C1
4005,CXCR3
4006,TMEM268
4007,UNC80
4008,OR4A16
4009,MFN2
4010,GPER1
4011,PTGER3
4012,TMCO5B
4013,ABHD2
4014,ATP12A
4015,HEPHL1
4016,NUP210
4017,SNX14
4018,TMEM150A
4019,CCR5
4020,SELENOK
4021,F3
4022,A6NDX4
4023,OR14J1
4024,GJB6
4025,MTCH1
4026,KCNK16
4027,TRAC
4028,PORCN
4029,CRB1
4030,TMEM202
4031,GYPC
4032,CLCA4
4033,CACNA1G
4034,UCP1
4035,PCDHGB1
4036,OR4M2
4037,IL15RA
4038,MOSPD3
4039,LIME1
4040,CXCR4
4041,OR51M1
4042,RHD
4043,SLC41A1
4044,GPR20
4045,NSG2
4046,Q8N1Y9
4047,TMTC4
4048,PIGM
4049,PTH2R
4050,SHISAL2B
4051,ATP4A
4052,CNTNAP1
4053,OR2M2
4054,TM4SF20
4055,VEZT
4056,NIPA1
4057,OR2S2
4058,SLC38A4
4059,CCR7
4060,GRM1
4061,MMP23B
4062,PIGT
4063,KCNT2
4064,SYT10
4065,SLC14A2
4066,FGFR4
4067,C1orf159
4068,CR2
4069,PTCH2
4070,ITGB6
4071,RET
4072,KLRC3
4073,PTPRB
4074,KIR3DL2
4075,HCST
4076,TM4SF18
4077,UTS2R
4078,ROS1
4079,FAM209B
4080,KCND1
4081,OR5D13
4082,KCNMB3
4083,ZP3
4084,TMEM70
4085,CALHM2
4086,SIRPA
4087,PTGES2
4088,KCNF1
4089,SEMA4G
4090,SPATA31C1
4091,B3GLCT
4092,TAS2R39
4093,LPGAT1
4094,IL6R
4095,MS4A4A
4096,SLC25A18
4097,KCNE1B
4098,SPATA9
4099,AQP2
4100,HLA-DRB5
4101,SLCO3A1
4102,LAPTM4A
4103,LRRC3
4104,OR2T34
4105,GALR1
4106,OR9G4
4107,TMEM191C
4108,PTGFRN
4109,MS4A6A
4110,MPZL1
4111,ZNRF3
4112,TM6SF2
4113,NOTCH3
4114,CLIC4
4115,RHBDF1
4116,FKRP
4117,SLAMF9
4118,FA2H
4119,PIGY
4120,CHST6
4121,FRMD5
4122,TMEM167A
4123,TMEM253
4124,SCARA5
4125,SLC22A3
4126,ADGRG1
4127,HSD17B7
4128,SLITRK6
4129,CPD
4130,ERG28
4131,OR52I1
4132,Q902F9
4133,TMEM186
4134,GPRC6A
4135,OR11H6
4136,KIR2DS1
4137,SLC22A25
4138,UPK1A
4139,NPBWR2
4140,TOMM70
4141,TSPAN32
4142,TMPRSS7
4143,UGT3A1
4144,TMEM132C
4145,MRGPRD
4146,GRM3
4147,CDC14C
4148,EPCAM
4149,CYP4V2
4150,RHBDD2
4151,FMO5
4152,SLC38A10
4153,PEX11B
4154,SLC17A1
4155,ATP1A4
4156,ERVV-1
4157,MCTP2
4158,PAQR6
4159,IL1R2
4160,CLDND2
4161,GPR31
4162,SLC4A8
4163,IL6ST
4164,SLC47A1
4165,ATP8B1
4166,FZD9
4167,LRRC8B
4168,TMEM92
4169,FADS2
4170,TMEM174
4171,C1GALT1C1
4172,BET1L
4173,ANTXR2
4174,FCGR3A
4175,OR9G9
4176,CDCP1
4177,CXCL16
4178,PTK7
4179,TMEM42
4180,MGAT4B
4181,GJD2
4182,TMEM74
4183,KITLG
4184,GALNT4
4185,SMIM41
4186,PTCH1
4187,NDST2
4188,CSF3R
4189,COX6A2
4190,LINC02912
4191,PCDHA5
4192,GDAP1
4193,ACVR1B
4194,GRIK5
4195,LRRC4C
4196,SLC11A2
4197,DSC2
4198,COX8A
4199,NPBWR1
4200,TMEM97
4201,LETM2
4202,B3GNT3
4203,CDHR3
4204,OPN1LW
4205,PLSCR1
4206,PLPP4
4207,ADGRF3
4208,TMPRSS5
4209,SMCO4
4210,MCOLN2
4211,OR2M4
4212,OR9I1
4213,ATP2B4
4214,GPR32
4215,SRD5A3
4216,ITGA9
4217,KIRREL2
4218,PROKR2
4219,SLC25A33
4220,FCGRT
4221,ATP9B
4222,DDR2
4223,CNNM2
4224,TMEM205
4225,BRS3
4226,GPAT4
4227,CADM1
4228,NDUFA1
4229,C5orf60
4230,UGT1A10
4231,TMEM163
4232,TNFSF14
4233,SMIM22
4234,BAMBI
4235,SSPN
4236,OR8B3
4237,ANO7
4238,VDAC3
4239,KCNJ14
4240,SMIM20
4241,SMIM9
4242,ACER3
4243,TMCO1
4244,OR51F1
4245,MGAM
4246,TXNDC15
4247,CD8A
4248,SLC22A4
4249,AMFR
4250,KCNN3
4251,OR2A5
4252,CATSPER4
4253,ERN2
4254,SMCO1
4255,CD82
4256,PNPLA6
4257,SLC22A11
4258,SLC18A2
4259,C9JQL5
4260,PTGFR
4261,GJB5
4262,LMLN2
4263,ZP1
4264,TAPBP
4265,TMEM30CP
4266,LPCAT2
4267,SFT2D2
4268,TOMM5
4269,ATP4B
4270,CHRND
4271,SLC39A8
4272,NDST4
4273,SLC5A5
4274,SRPRB
4275,C10orf105
4276,HTR6
4277,OR1N2
4278,MFSD10
4279,BSCL2
4280,ADGRL4
4281,FATE1
4282,MUC3A
4283,SLC40A1
4284,SLC9C1
4285,LBR
4286,PTCHD3
4287,UBIAD1
4288,NDUFC1
4289,CACHD1
4290,IYD
4291,MT-CYB
4292,SLC30A3
4293,KCNQ4
4294,TAP1
4295,GPR155
4296,SLN
4297,GLP2R
4298,ATP13A2
4299,OR2T4
4300,ABCA10
4301,TCIRG1
4302,TMEM109
4303,ABCC11
4304,CCR6
4305,SREBF2
4306,GJA1
4307,CSF2RB
4308,AGMO
4309,CFTR
4310,DNAJC16
4311,RNF180
4312,XPR1
4313,SLC28A1
4314,OR2A1;
4315,SPTLC2
4316,PRRG1
4317,CACNA1C
4318,NDUFC2-KCTD14
4319,TMEM244
4320,ATG9B
4321,CD99L2
4322,CFAP65
4323,MBOAT1
4324,OR2D3
4325,GPR50
4326,UGT2B4
4327,TM7SF2
4328,TAS2R20
4329,AJAP1
4330,ORAI2
4331,TAS2R43
4332,P2RY10
4333,RPP38-DT
4334,CHRM5
4335,ADAM11
4336,CCKAR
4337,RELT
4338,SUSD4
4339,ARMCX6
4340,CXADR
4341,LDLRAD1
4342,CTAGE8
4343,SMIM18
4344,OR52E1
4345,MLANA
4346,LINGO3
4347,TNF
4348,OR52A5
4349,OR51V1
4350,IER3
4351,PAQR5
4352,ST3GAL5
4353,SLC36A4
4354,ADAM17
4355,LILRA6
4356,LAMP3
4357,CNGB3
4358,GPR22
4359,TMEM59
4360,CPT1A
4361,TMEM161B
4362,TAS2R13
4363,PANX2
4364,C20orf141
4365,BCL2L10
4366,TAS2R38
4367,HTR1D
4368,Q7L0L9
4369,SLC17A7
4370,OR8J3
4371,OR10Z1
4372,APLNR
4373,LYVE1
4374,XK
4375,CHST7
4376,SMLR1
4377,LEPROT
4378,LRFN1
4379,GDPD3
4380,ACSL6
4381,SDC1
4382,SLC35B3
4383,NPDC1
4384,ITM2C
4385,ALG5
4386,SLC6A1
4387,ACKR1
4388,TMEM67
4389,FZD6
4390,OR1B1
4391,PCDH8
4392,GPAA1
4393,BEST3
4394,FAR2
4395,SYNPR
4396,SSR4
4397,SLC17A6
4398,GIPR
4399,FZD1
4400,HS3ST3B1
4401,KCNJ16
4402,STX7
4403,NTRK3
4404,SDR16C5
4405,MCU
4406,PNLDC1
4407,TSPAN6
4408,CDIPT
4409,CLDN24
4410,ADAM2
4411,DEGS1
4412,STX12
4413,POMT1
4414,RHCG
4415,ST6GALNAC5
4416,COQ8A
4417,CNEP1R1
4418,CCRL2
4419,SIDT1
4420,ATF6
4421,ABHD1
4422,TGFBR3
4423,KRT10-AS1
4424,IFNGR2
4425,OR13C9
4426,OR4C5
4427,PROM1
4428,CRLF2
4429,OR10G7
4430,GPA33
4431,ZACN
4432,MPV17L
4433,NEMP2
4434,SLC29A2
4435,GLG1
4436,TACR3
4437,RXFP4
4438,GPR89A
4439,OR5H1
4440,COX16
4441,SLC25A36
4442,HERPUD1
4443,MS4A4E
4444,SHISA3
4445,BSND
4446,RHBDL3
4447,SLC45A2
4448,GPR150
4449,PCDH20
4450,PLXNC1
4451,TSPAN13
4452,ADORA2A
4453,OR2V2
4454,XKRX
4455,SLC25A20
4456,SLC35F1
4457,SIGLECL1
4458,EBPL
4459,TP53I11
4460,CLEC4D
4461,TMCC2
4462,TRAM1L1
4463,VAPA
4464,LRRTM1
4465,PDCD1
4466,GCNT7
4467,PCDHB15
4468,PANX3
4469,LRP1B
4470,BCL2L13
4471,CALCRL
4472,SLC4A4
4473,TMEM208
4474,TMEM82
4475,OR1J2
4476,TMPRSS11A
4477,SLC4A10
4478,SLC25A45
4479,OSBPL8
4480,CALN1
4481,FAP
4482,GALNT8
4483,TMEM171
4484,GPR156
4485,OR2H1
4486,ITGB3
4487,LDLRAD2
4488,GNRHR2
4489,RDH8
4490,ATP6V0A4
4491,CEACAM1
4492,TMCO4
4493,PCDHA12
4494,SPTLC1
4495,ALCAM
4496,FAM87A
4497,NPIPB5
4498,SLC35E1
4499,MET
4500,DBH
4501,FCAMR
4502,FAAH
4503,NINJ1
4504,PTTG1IP
4505,F2RL2
4506,OR7A5
4507,F2RL1
4508,HTR4
4509,TRPM1
4510,SLC35G2
4511,CHRNA6
4512,PCDHB3
4513,TMEM26
4514,EPHB6
4515,HTR1A
4516,SLC25A5
4517,TMEM89
4518,MPC1L
4519,PCDHB16
4520,TAPBPL
4521,SCARA3
4522,TMCO2
4523,PTTG1IP2
4524,MAGT1
4525,SLFN12L
4526,OLR1
4527,NOTCH1
4528,OR51I2
4529,SLC5A6
4530,GABRB3
4531,ATP7B
4532,SLC25A23
4533,TIMM23B
4534,RNF150
4535,ICOSLG
4536,PIGA
4537,INSRR
4538,OR1L8
4539,BTN2A3P
4540,OR14K1
4541,GGT1
4542,TMED5
4543,CEACAM21
4544,CHST13
4545,ST6GALNAC2
4546,GJD4
4547,CHRNB1
4548,SGCE
4549,SLCO2B1
4550,FCGR1B
4551,DSG1
4552,SLC26A10
4553,TMEM175
4554,TMEM147
4555,ADGRG3
4556,NPFFR2
4557,SLC9A5
4558,GALNT18
4559,SLC27A3
4560,VDAC2
4561,STX10
4562,TMEM183A
4563,MRGPRE
4564,HLA-E
4565,NTSR1
4566,ATP6V0E1
4567,HECTD4
4568,CHST1
4569,TMPRSS2
4570,MYRFL
4571,SLC16A3
4572,GALNT16
4573,KIRREL3
4574,CLEC4E
4575,NCR3
4576,STOML1
4577,TMEM115
4578,CISD2
4579,UNC93B1
4580,HS3ST6
4581,TNFRSF1B
4582,LRIG2
4583,GGTA1
4584,PCDHB14
4585,MT-ATP6
4586,ABCG1
4587,SCIMP
4588,OR2M7
4589,HIGD2B
4590,STIM1
4591,IFITM5
4592,OR2T10
4593,OGFOD3
4594,OR8K1
4595,IL27RA
4596,STX4
4597,TRPC7
4598,OR5AR1
4599,AQP6
4600,FFAR3
4601,TMEM179
4602,FAM118A
4603,ZNRF4
4604,PCDHA11
4605,LPCAT1
4606,SLC4A1
4607,COL23A1
4608,NOTCH4
4609,DSCAML1
4610,ZP4
4611,MYO9A
4612,A6NNC1
4613,SYT5
4614,SLC12A2
4615,OR5K2
4616,SLC44A3
4617,LMAN1
4618,TMEM126A
4619,GABRA3
4620,PCDHB12
4621,GLRA2
4622,NOX3
4623,TAS2R19
4624,SPG7
4625,GALNT12
4626,KCNG2
4627,CD8B2
4628,NAT8
4629,MFSD8
4630,RPN2
4631,ANO2
4632,BDKRB2
4633,ADIPOR1
4634,DISP1
4635,RAMP1
4636,HACD1
4637,TMEM169
4638,UGT1A1
4639,PIANP
4640,GRIA3
4641,FMO6P
4642,SLC44A5
4643,S1PR1
4644,TNFRSF12A
4645,NRXN2
4646,ARSH
4647,HTR1E
4648,PEX11A
4649,GDPD1
4650,HLA-DMA
4651,SRD5A1
4652,FCRL5
4653,HTR3D
4654,TMPRSS15
4655,CLIC5
4656,GPR89B
4657,PLPP6
4658,OR8K5
4659,PDE3B
4660,KCNA5
4661,FLT1
4662,MANEAL
4663,OR10G6
4664,ATP10D
4665,TNFRSF13B
4666,SYNGR2
4667,OR10H3
4668,CYP4F3
4669,TRIL
4670,GABRA6
4671,CPLANE1
4672,SYNDIG1
4673,GPAT2
4674,ABCB9
4675,SLC39A5
4676,KCNH1
4677,CREB3L2
4678,ATP1A2
4679,TMEM168
4680,SLC48A1
4681,CATSPER3
4682,TRPA1
4683,UGT3A2
4684,CA9
4685,SELE
4686,ADGRE2
4687,RRBP1
4688,OR8H3
4689,GAL3ST1
4690,DISP2
4691,ODF4
4692,OR4Q3
4693,PLPP2
4694,FKBP8
4695,SPATA31D1
