Number,Gene Name
1637,JAG1
1638,SMIM5
1639,GLMP
1640,TNFSF4
1641,CCDC107
1642,PCDHGC3
1643,SLC25A44
1644,SLC19A3
1645,GPR87
1646,ZDHHC7
1647,STX5
1648,MGAT1
1649,EDNRB
1650,JPH2
1651,SLC22A20P
1652,TEX50
1653,DNAJC4
1654,FMR1NB
1655,CNGA2
1656,SUCNR1
1657,KCNJ12
1658,SLC13A1
1659,OR9A1P
1660,TMEM198
1661,GJA8
1662,DCST1
1663,CYP4F11
1664,TMEM252
1665,PKHD1L1
1666,ADIPOR2
1667,SLC30A7
1668,FUT11
1669,TMEM117
1670,SELPLG
1671,LDAF1
1672,ORAI1
1673,VSIG10
1674,TMEM78
1675,ZFYVE27
1676,AADAC
1677,TMEM238L
1678,KIR2DL1
1679,OR4K3
1680,SLC15A5
1681,AQP4
1682,TIMM21
1683,BTNL10
1684,ADGRD1
1685,TMPRSS13
1686,ADGRB1
1687,TPO
1688,TSPAN31
1689,KIAA0040
1690,VTCN1
1691,RNF175
1692,GPR108
1693,SLC17A4
1694,OR5T2
1695,A4GALT
1696,ADAM20
1697,HLA-DPA1
1698,RDH5
1699,PCDH10
1700,FAM168B
1701,CD7
1702,TSPAN11
1703,ATP6V0A1
1704,SLC2A9
1705,SLC25A17
1706,GCNT3
1707,CD1A
1708,OR6X1
1709,SORT1
1710,CMKLR1
1711,FAM151A
1712,SLC4A7
1713,KCNK3
1714,OR5D18
1715,PCDH9
1716,MFSD3
1717,FXYD1
1718,ABCD4
1719,HCN2
1720,LETM1
1721,TM7SF3
1722,SLC35F6
1723,FUT4
1724,FCRL2
1725,OR12D3
1726,CHL1
1727,SLC36A1
1728,ALK
1729,LEPR
1730,CD68
1731,SLCO4A1
1732,NPFFR1
1733,SLITRK1
1734,ZDHHC22
1735,PLXNA2
1736,P2RX3
1737,TSPAN3
1738,DPY19L4
1739,XKR7
1740,DNAJC14
1741,PRO1933
1742,TMEM139
1743,LRIT2
1744,NDUFB6
1745,PLPPR3
1746,SMPD4
1747,HS2ST1
1748,SERINC5
1749,ERVK-21
1750,APMAP
1751,GGT3P
1752,KLRD1
1753,SLC25A19
1754,PCDHB5
1755,PHTF2
1756,OR52K2
1757,RHAG
1758,FXYD6
1759,ADGRE3
1760,ST6GAL2
1761,MARVELD2
1762,OR8B4
1763,SLC38A7
1764,DHRS3
1765,SERINC1
1766,FAM171A2
1767,SLC38A1
1768,SEC61A1
1769,OR52R1
1770,ITGA11
1771,SLC24A5
1772,OR2W5P
1773,CLCN4
1774,SPATA25
1775,RAB5IF
1776,DHODH
1777,GALNT3
1778,LAG3
1779,PIGO
1780,SLC31A1
1781,IKBIP
1782,ROR1
1783,ACBD5
1784,CEACAM20
1785,OR51B6
1786,TMEM271
1787,TLCD2
1788,ERMARD
1789,ICAM3
1790,PLXNA1
1791,DSG3
1792,SLC12A6
1793,CDH18
1794,SIGLEC6
1795,ROR2
1796,EXT2
1797,PKD2
1798,LRRC52
1799,SLC7A1
1800,GPR179
1801,OR51L1
1802,CCDC90B
1803,POPDC3
1804,FPR3
1805,DSC1
1806,GSDMA
1807,CLEC12A
1808,KCNK17
1809,SPINT2
1810,GABRR1
1811,RHOT1
1812,GIMAP1
1813,SLC25A52
1814,SYT8
1815,GFRAL
1816,CCR3
1817,VIPR2
1818,SLC1A5
1819,MARCHF11
1820,OR4C45
1821,OXTR
1822,IL31RA
1823,SYPL2
1824,TPRA1
1825,PMEPA1
1826,ATP13A5
1827,TRB
1828,KCNS1
1829,LRIT1
1830,DCC
1831,TMEM156
1832,PLXDC2
1833,TMEM239
1834,SLC43A3
1835,OR8U1
1836,IZUMO1
1837,SLC2A8
1838,NPIPB12
1839,OTOP1
1840,GOSR2
1841,CHRNA4
1842,TNFSF8
1843,BLCAP
1844,FNDC3A
1845,CDH6
1846,SEMA4D
1847,AQP7P3
1848,TMEM254
1849,KDELR3
1850,OR5I1
1851,TMEM106B
1852,CLEC5A
1853,OR8S1
1854,OR2M3
1855,GJA4
1856,LTB4R2
1857,GHSR
1858,SLC32A1
1859,IZUMO2
1860,HLA-DOB
1861,TMEM95
1862,ITGAM
1863,CSPG4
1864,ADGRG2
1865,XKR6
1866,SUN2
1867,LRIG3
1868,FMO2
1869,ADAM30
1870,SLC16A13
1871,ADAM7
1872,KIDINS220
1873,TMEM50B
1874,ST8SIA4
1875,TNFRSF17
1876,CLDN2
1877,SIGLEC1
1878,IMPG2
1879,nan
1880,SLC35B4
1881,CMTM5
1882,HAVCR2
1883,CANX
1884,NPTN
1885,HEG1
1886,FLRT3
1887,SLC38A8
1888,TVP23B
1889,TMEM214
1890,ITGB8
1891,CD1E
1892,AQP11
1893,GRM2
1894,MST1R
1895,PCDHB9
1896,SLC4A5
1897,SLC12A4
1898,SLC25A47
1899,FFAR4
1900,TPCN2
1901,C9
1902,TAS1R2
1903,NMUR1
1904,BCL2L1
1905,SLCO1A2
1906,OR1A1
1907,CLEC12B
1908,NLGN4Y
1909,LY9
1910,NAALADL2
1911,SIDT2
1912,CNIH1
1913,RNF144B
1914,ABCA1
1915,SCN3B
1916,PLPPR5
1917,SMIM24
1918,ERAP1
1919,PRIMA1
1920,SLC8A1
1921,AMIGO1
1922,SLC38A9
1923,GPR27
1924,FLT3
1925,CLDN10
1926,CLDN15
1927,NDFIP2
1928,SLC20A2
1929,DPM2
1930,COA1
1931,NINJ2
1932,PTPRH
1933,HEPACAM2
1934,ADRA1D
1935,ABCA5
1936,OR5P2
1937,CLN5
1938,KCNK15
1939,FNDC3B
1940,EPHB1
1941,SLC26A11
1942,HTR1B
1943,ABCC10
1944,ADGRG4
1945,FXYD3
1946,LGR5
1947,TPBGL
1948,CYB561A3
1949,PMEL
1950,LAMP1
1951,OR2B2
1952,GPRC5D
1953,OR4P4
1954,OR7A2P
1955,TMC5
1956,GJB7
1957,RYR2
1958,ADCYAP1R1
1959,TOMM22
1960,PIRT
1961,OR4E2
1962,TIMM29
1963,TACR1
1964,KLB
1965,IGSF23
1966,ORMDL3
1967,KCNMA1
1968,SHISA8
1969,OR56B4
1970,SLC9A3
1971,SVOP
1972,GPR25
1973,SLC2A13
1974,TRPM2
1975,NPY4R
1976,TRHR
1977,EPHA1
1978,ATP5MJ
1979,CACNA1H
1980,NCEH1
1981,MYRF
1982,TMEM94
1983,KCNMB4
1984,NSG1
1985,THSD7A
1986,SLC7A14
1987,ATP2A2
1988,OR10J1
1989,ALG9
1990,P2RX7
1991,PCDH17
1992,LINC01006
1993,OR1L6
1994,SDHC
1995,LAMP5
1996,EQTN
1997,ALDH3A2
1998,GP5
1999,MME
2000,MACO1
2001,NRROS
2002,C7orf66
2003,ACKR4
2004,ADGRL3
2005,OR2B6
2006,STIMATE
2007,OR8B8
2008,OR51B2
2009,SECTM1
2010,OR6K2
2011,SFT2D1
2012,HMGCR
2013,LRRN4
2014,MPZL2
2015,CLDN23
2016,SYP
2017,KCNS2
2018,VAMP7
2019,TREM1
2020,OR10G4
2021,POM121
2022,AREG
2023,OR8B2
2024,TRPM7
2025,NPSR1
2026,CLDN1
2027,HTR2B
2028,UCP3
2029,JPH1
2030,AQP8
2031,TNFRSF10B
2032,CDHR4
2033,CTDNEP1
2034,SMIM15
2035,COLCA1
2036,GPR119
2037,POMT2
2038,LRRC32
2039,KCNB1
2040,TLR8
2041,SERTM1
2042,OR2L2
2043,SLC25A38
2044,TMX2
2045,CD86
2046,OR1F1
2047,GPR63
2048,LYSMD4
2049,CXCR6
2050,IFNGR1
2051,MUC13
2052,CTAGE4
2053,ITPRIPL2
2054,TENM2
2055,CA12
2056,TMED1
2057,MANBAL
2058,TRABD2B
2059,SLC22A9
2060,LILRA4
2061,ASPHD1
2062,CD22
2063,SPNS1
2064,CX3CR1
2065,STUM
2066,TRBC2
2067,PCDHGB5
2068,PREB
2069,TVP23C
2070,ALG2
2071,SLC22A2
2072,MS4A7
2073,GCNT4
2074,TMEM262
2075,HAVCR1
2076,ANTXR1
2077,DERL2
2078,LRP6
2079,Q13948
2080,ENG
2081,OR4F21
2082,NUP210L
2083,FUT3
2084,KCNH8
2085,TMBIM1
2086,CHST14
2087,PTPRD
2088,BTN2A1
2089,UGT2B7
2090,TMEM47
2091,TMCO3
2092,SYT14
2093,SMCO3
2094,SLC35D3
2095,CNTNAP4
2096,PEX3
2097,ARIH2OS
2098,ABCC1
2099,OR5M1
2100,GABRA1
2101,CD38
2102,XXYLT1
2103,ATP2A3
2104,UNC5A
2105,TMEM255A
2106,ATP13A1
2107,AGPAT5
2108,SLC51B
2109,AADACL4
2110,KRTCAP3
2111,PIK3IP1
2112,RYR3
2113,LSMEM2
2114,CPT1B
2115,HLA-G
2116,ALOX5AP
2117,OR2H2
2118,TM9SF2
2119,CHRNA5
2120,CTAGE9
2121,OR4L1
2122,RELL2
2123,CORIN
2124,TMEM184B
2125,FCAR
2126,CDH4
2127,MRGPRG
2128,CD34
2129,GOLIM4
2130,SLC25A42
2131,SGPP2
2132,SLC25A4
2133,GPR65
2134,GOLM2
2135,OR2I1P
2136,MSR1
2137,BCAP29
2138,MILR1
2139,PCDHGB7
2140,GRIK3
2141,MPC1
2142,GALNT14
2143,GPR4
2144,PTPRG
2145,RGS9BP
2146,LMF2
2147,ABCA13
2148,TMEM196
2149,SLC35D2
2150,CLPTM1L
2151,IL1RAPL1
2152,SLITRK2
2153,UQCRQ
2154,CD180
2155,OR11H12
2156,NOTCH2
2157,CEMIP2
2158,CNTNAP2
2159,FZD3
2160,KLRK1
2161,TMC7
2162,TIMMDC1
2163,TMEM62
2164,OR5J2
2165,CD300LG
2166,ADRB1
2167,FMO3
2168,OR52M1
2169,KCNK7
2170,SNORC
2171,TPCN1
2172,OR5AC1
2173,TSPO2
2174,OR8K3
2175,RTP5
2176,GJC2
2177,APOOL
2178,VTI1A
2179,OR5B12
2180,SLC30A10
2181,TM2D1
2182,TLCD3B
2183,OR51G2
2184,MARCHF2
2185,TMPRSS9
2186,CRLS1
2187,LRP10
2188,RFT1
2189,MSLNL
2190,CD276
2191,GJE1
2192,OR5L2
2193,OR5K4
2194,UGCG
2195,SLC28A2
2196,UST
2197,OR52A4P
2198,STX2
2199,CD80
2200,VDAC1
2201,OR13J1
2202,PTGER1
2203,FLT4
2204,OR5B3
2205,MGST2
2206,IER3IP1
2207,PIGS
2208,PTCHD1
2209,MOSMO
2210,SSTR3
2211,ACSL5
2212,SLC26A5
2213,BOK
2214,OR2M5
2215,PLPP1
2216,CD79B
2217,HLA-C
2218,SCNN1G
2219,ST8SIA5
2220,GRIK2
2221,ABCD3
2222,HLA-A
2223,ATP1B1
2224,ASIC4
2225,SLC25A27
2226,OR2Y1
2227,OR5M11
2228,LMAN1L
2229,STAB2
2230,KCNV2
2231,PCDHGB6
2232,GPR84
2233,ADRB3
2234,VAMP8
2235,TMEM102
2236,NTRK1
2237,SLC39A13
2238,OPN1SW
2239,FITM1
2240,JAGN1
2241,CLCN5
2242,PIGBOS1
2243,C5AR2
2244,ITM2B
2245,GPR141
2246,CNNM3
2247,DNAJC19
2248,MT-ND5
2249,SLC9A2
2250,PLP2
2251,CCDC167
2252,BFAR
2253,MR1
2254,PLLP
2255,CCDC163
2256,TMEM130
2257,MANEA
2258,PLA2R1
2259,TMEM31
2260,ERVK13-1
2261,DGCR2
2262,GUCY2C
2263,DRAM1
2264,LGR6
2265,MARVELD1
2266,TMEM255B
2267,RTP3
2268,ATP5MF
2269,PTPRT
2270,MGAT2
2271,ASPH
2272,NTRK2
2273,OR1L3
2274,OR3A3
2275,EMC6
2276,CELSR3
2277,TEX29
2278,P61570
2279,SMCO2
2280,DNAJC15
2281,CD300A
2282,S1PR4
2283,SLC6A13
2284,CD27
2285,TM4SF5
2286,SYPL1
2287,ANKLE2
2288,CLN6
2289,TMEM200C
2290,OST4
2291,SLC30A2
2292,ATP7A
2293,SLC39A7
2294,GHITM
2295,SCN3A
2296,GPR52
2297,ARMCX3
2298,LMAN2L
2299,LRRC8D
2300,OR52B2
2301,SLC22A8
2302,SLC25A51
2303,LRRC38
2304,MUC17
2305,PARM1
2306,EMC3
2307,SLC39A14
2308,BEST2
2309,GLCE
2310,SLC66A2
2311,AVPR1B
2312,MLEC
2313,TRAT1
2314,ATP11B
2315,LRRC19
2316,PRRG4
2317,PECAM1
2318,SLC45A3
2319,SPEM1
2320,SURF4
2321,NDST3
2322,PEX2
2323,SLC49A3
2324,TBC1D20
2325,MGST1
2326,SLC2A2
2327,TMEM35B
2328,LRP8
2329,ARL6IP5
2330,ITGAL
2331,OR10R2
2332,FAM155B
2333,CD200
2334,WSCD2
2335,PCDHGB2
2336,JPH3
2337,EPHA4
2338,COLEC12
2339,IL1R1
2340,MS4A3
2341,RHBDD3
2342,P2RY8
2343,VKORC1L1
2344,SLC16A8
2345,B3GAT2
2346,ADRA1B
2347,LILRB5
2348,SLC38A2
2349,OR7G1
2350,SMIM34
2351,NKAIN4
2352,ZDHHC11
2353,SLCO1B7
2354,ADAM22
2355,MFSD12
2356,PCDHB10
2357,GRIA2
2358,JAM3
2359,ZAN
2360,CD96
2361,SCN7A
2362,SMIM3
2363,TSHR
2364,HSD3B7
2365,MICB
2366,EVC
2367,OR13C5
2368,SLC25A13
2369,ADIG
2370,ABCG2
2371,ATP11A
2372,SLC8A3
2373,MANSC1
2374,GRAMD1B
2375,FAXDC2
2376,TYR
2377,NDUFB3
2378,ST8SIA6
2379,CLIC3
2380,F2RL3
2381,SMIM17
2382,OR14I1
2383,CSMD2
2384,ICOS
2385,TYROBP
2386,PLPPR2
2387,RNF217
2388,CNNM4
2389,CEACAM3
2390,PRRT3
2391,GABRG2
2392,OR4C46
2393,SLITRK3
2394,MPZL3
2395,SFXN3
2396,CD248
2397,ST6GALNAC6
2398,KLRG2
2399,ABCB7
2400,RNF225
2401,PTGIR
2402,CLDND1
2403,CEACAM19
2404,IFNAR1
2405,TMEM185A
2406,CCPG1
2407,C2orf92
2408,TMEM165
2409,SMIM31
2410,CD36
2411,ECSCR
2412,VOPP1
2413,MCTP1
2414,SIGLEC14
2415,TOMM20
2416,GPR45
2417,CCDC47
2418,P2RX6
2419,NPIPB4
2420,BCL2
2421,OR56B2P
2422,TMX1
2423,B3GNT2
2424,SLC1A2
2425,ERN1
2426,SAYSD1
2427,MS4A13
2428,KLRF2
2429,NECTIN3
2430,GRPR
2431,SLC35A5
2432,C1GALT1C1L
2433,TMEM251
2434,SREBF1
2435,PDPN
2436,FAM241A
2437,FLVCR1
2438,TTTY13
2439,ADAM32
2440,TRPC6
2441,UGT1A6
2442,FNDC10
2443,OR10J3
2444,ERVW-1
2445,BET1
2446,ITGAX
2447,TMEM14A
2448,CPT1C
2449,P2RX1
2450,CD164L2
2451,APH1B
2452,CTAGE15
2453,ATP1B2
2454,GRIN3B
2455,OXGR1
2456,CACNG4
2457,VN1R17P
2458,SAMD8
2459,SLC5A3
2460,TMPRSS12
2461,SEC11B
2462,HEPH
2463,INTS1
2464,NPIPB11
2465,MMP16
2466,TSPAN33
2467,OR1E2
2468,SMIM43
2469,KIR2DS2
2470,PAQR4
2471,TMEM178A
2472,EDAR
2473,KIAA1549L
2474,KCNC2
2475,MAVS
2476,SYT15
2477,HRH3
2478,OR51A2
2479,SPACA6
2480,TMEM223
2481,TMEM207
2482,AIG1
2483,CEBPZOS
2484,C17orf78
2485,DCAF17
2486,OR6B2
2487,CH25H
2488,MEST
2489,OR5AK3P
2490,CCR8
2491,ABCC5
2492,SEMA6C
2493,GOLT1B
2494,SPCS2
2495,JAG2
2496,LRRN1
2497,FAM234A
2498,OR10T2
2499,CLDN5
2500,BTNL8
2501,TMEM232
2502,CXorf66
2503,DLL4
2504,TCP11
2505,SDK2
2506,TEX38
2507,ICAM5
2508,SMIM42
2509,SCN11A
2510,STING1
2511,SORCS3
2512,SLC27A5
2513,OR52L1
2514,TMC3
2515,PXYLP1
2516,SUSD1
2517,KCNJ13
2518,SLC26A4
2519,STEAP1B
2520,TAS2R14
2521,KCNN4
2522,KLRF1
2523,CACNG7
2524,SLC5A7
2525,SYNGR1
2526,SLC30A9
2527,CTXND1
2528,SLC2A14
2529,OR52Z1
2530,TMEM256
2531,FAM162A
2532,KCNE1
2533,LRP5
2534,SMIM7
2535,MPPE1
2536,FNDC4
2537,PLD3
2538,KIAA0743
2539,DRAM2
2540,TMEM170B
2541,SCN5A
2542,TMEM210
2543,FGFR3
2544,TMEM204
2545,HM13
2546,SLC7A9
2547,MS4A10
2548,FRAS1
2549,GALNTL5
2550,MYMK
2551,SLC5A12
2552,FOLH1
2553,SLC35A2
2554,HVCN1
2555,PGAP4
2556,ARMH3
2557,CD63
2558,OR5AN1
2559,TMEM79
2560,CALHM3
2561,GJB3
2562,OR5D16
2563,OR12D2
2564,TM4SF4
2565,VN1R2
2566,TMEM51
2567,POMGNT1
2568,GRID2
2569,XBP1
2570,TBC1D9B
2571,NPY2R
2572,IGSF8
2573,ERGIC1
2574,SLC25A24
2575,FAM205C
2576,PIGK
2577,ASPHD2
2578,BIK
2579,MARVELD3
2580,CACNA2D4
2581,RAET1G
2582,CATSPER1
2583,L0R6Q1
2584,FFAR2
2585,B3GNT8
2586,SCNN1D
2587,COX7B
2588,TMEM104
2589,OR4K17
2590,NETO1
2591,OR10H2
2592,CYP39A1
2593,HGSNAT
2594,DRD5
2595,SLC16A9
2596,DYSF
2597,MBOAT2
2598,NPC1L1
2599,B3GALT4
2600,CTAGE6
2601,TMEM234
2602,MCAM
2603,TMTC1
2604,KDSR
2605,TMEM184C
2606,UGT1A8
2607,FKBP11
2608,SLC37A3
2609,ITGA10
2610,MUC15
2611,UGT2B15
2612,ACER2
2613,SLC6A16
2614,UMODL1
2615,TREM2
2616,OR5M3
2617,SPCS1
2618,SLC5A4
2619,OR2W3
2620,MIGA1
2621,C17orf113
2622,TUSC3
2623,IGDCC4
2624,GRIN2B
2625,ATP9A
2626,FZD5
2627,OR6Y1
2628,ODR4
2629,ROM1
2630,SEMA6A
2631,MFSD5
2632,C3orf33
2633,ABCB4
2634,OPN4
2635,KCNE4
2636,FCER1A
2637,LRRN4CL
2638,OPN1MW2
2639,DHCR24
2640,CD1D
2641,PDZD8
2642,RNF128
2643,ALG1
2644,CLMN
2645,OR2T1
2646,GPR149
2647,NRG2
2648,OR3A1
2649,SLC66A3
2650,ST8SIA2
2651,NCR1
2652,USP30
2653,RNFT1
2654,PDGFRA
2655,MCEMP1
2656,CLEC7A
2657,CNIH3
2658,BEST1
2659,S1PR2
2660,TEDDM1
2661,SYT12
2662,SLAMF1
2663,CKLF
2664,TMEM150B
2665,TRPM4
2666,UBXN8
2667,CYP4F22
2668,SEC22A
2669,ENPEP
2670,SLC1A3
2671,ADCY1
2672,SFXN1
2673,UPK2
2674,STOML3
2675,HLA-H
2676,OR5H14
2677,OR5A1
2678,TAS2R31
2679,CYB561D1
2680,OR2V1
2681,OR2J1
2682,VMA21
2683,RXFP1
2684,ELFN2
2685,PCNX2
2686,GABBR2
2687,PEX26
2688,B3GNT5
2689,OR13D1
2690,TLR7
2691,GGT7
2692,GAL3ST4
2693,LMBRD1
2694,CYP19A1
2695,UGT1A5
2696,OR4F5
2697,PAQR7
2698,ITPR3
2699,RPRM
2700,GRAMD2A
2701,ITGAE
2702,EVI2B
2703,CLDN9
2704,PCDHGA6
2705,CDH9
2706,ACSL1
2707,OR52I2
2708,ADORA3
2709,OR6K3
2710,MAN1C1
2711,NAALAD2
2712,RNF26
2713,EEF1AKMT4-ECE2
2714,MRGPRX3
2715,GABRG1
2716,DDR1
2717,FGFRL1
2718,ADORA1
2719,ST6GAL1
2720,MEP1B
2721,PROKR1
2722,ADRB2
2723,NOX5
2724,MAN1A2
2725,MARCHF9
2726,CLDN8
2727,CD46
2728,FADS1
2729,SMIM23
2730,SEMA6B
2731,TNFRSF13C
2732,SCN2A
2733,SPPL2A
2734,HLA-DQA1
2735,TMEM65
2736,OR10J5
2737,MTFP1
2738,SFXN2
2739,CD320
2740,PSEN2
2741,PSENEN
2742,PDCD1LG2
2743,FCGR2B
2744,IL2RB
2745,CYP51A1
2746,COX10
2747,SMIM40
2748,GABRP
2749,OR8D4
2750,OR52E5
2751,GABRA4
2752,B4GALT1
2753,NIPAL4
2754,CMTM1
2755,CALHM6
2756,KLHDC7A
2757,CHST11
2758,SLC23A3
2759,TRPM5
2760,LRRC37A
2761,AGER
2762,ERMP1
2763,MYOF
2764,HCAR2
2765,HIDE1
2766,OR1D4
2767,SLC10A4
2768,CLDN12
2769,OR10C1
2770,TSPAN10
2771,ADGRB3
2772,SCNN1B
2773,ICMT
2774,KCNH4
2775,KCNH2
2776,RYK
2777,ENPP7
2778,STARD3NL
2779,SLC9A9
2780,SLC29A3
2781,RGSL1
2782,POM121C
2783,FAM74A3
2784,SLC25A30
2785,TM2D2
2786,OR11H4
2787,TMEM127
2788,LCTL
2789,RTP4
2790,MUSK
2791,FGFR2
2792,P58400
2793,OR5AP2
2794,ACER1
2795,SLC16A5
2796,YWHAH-AS1
2797,ADORA2B
2798,FAM163A
2799,MYORG
2800,CNMD
2801,TBXAS1
2802,TMEM128
2803,B3GALT6
2804,LAT2
2805,NRAC
2806,CLRN3
2807,CRIM1
2808,AQP1
2809,TOMM7
2810,NAT14
2811,EFNB3
2812,GALNT2
2813,ECEL1
2814,PLXNA4
2815,GXYLT2
2816,TRBC1
2817,SLC6A8
2818,TAS2R10
2819,MPC2
2820,LRIG1
2821,CDH2
2822,TOMM20L
2823,CDON
2824,TMEM182
2825,NETO2
2826,LRRC59
2827,PKD1
2828,KCNH3
2829,USE1
2830,MADCAM1
2831,ERVK-24
2832,MFF
2833,IZUMO3
2834,OR5M10
2835,SLC18B1
2836,OR4N4C
2837,TMEM222
2838,TACR2
2839,MIGA2
2840,MT-CO3
2841,MPL
2842,ALG12
2843,UNC93A
2844,DGKE
2845,TMEM54
2846,APOO
2847,TOMT
2848,OR13C4
2849,BRICD5
2850,MRAP
2851,MIEF1
2852,EPHA10
2853,SLC38A5
2854,ANO10
2855,CYB5R1
2856,KCNQ2
2857,C2CD2L
2858,PLA2G6
2859,SLC15A1
2860,SLC12A3
2861,OR10K2
2862,TMEM231
2863,CHRM3
2864,ANO1
2865,OR6C1
2866,SEC22C
2867,LRP1
2868,TMEM275
2869,SLC66A1
2870,PACC1
2871,OR52E2
2872,PGRMC2
2873,CYBRD1
2874,CYB561D2
2875,KCNMB2
2876,TMEM247
2877,LY75
2878,SLC25A12
2879,FAM205A
2880,PTCRA
2881,STX17
2882,KCNH7
2883,TMBIM4
2884,CHRFAM7A
2885,LPAR3
2886,OR13C8
2887,SEZ6
2888,SERP1
2889,ENTPD7
2890,CLDN16
2891,PCDHGA10
2892,TMEM250
2893,GJD3
2894,OR4A47
2895,GALNT6
2896,SLC22A15
2897,CHSY1
2898,METTL25B
2899,NCSTN
2900,CDHR2
2901,PTPRN
2902,OR7G3
2903,TMEM17
2904,MMD
2905,CLECL1
2906,OR10D3
2907,ACSL4
2908,SGCB
2909,GRIK1
2910,LHFPL5
2911,LINGO4
2912,OR52D1
2913,OR4K2
2914,SLC26A8
2915,SLC6A11
2916,CA14
2917,CSGALNACT1
2918,DNAJC18
2919,ITPRIPL1
2920,ADCY9
2921,C9orf57
2922,CERS4
2923,PEX12
2924,TMEM263
2925,CDH15
2926,SLC16A10
2927,ASIC3
2928,ESYT2
2929,MCL1
2930,OR10AG1
2931,CRB3
2932,IL17RC
2933,PCDHA8
2934,MFN1
2935,GYPE
2936,PIGN
2937,TEX28
2938,CD300E
2939,LPAR2
2940,IGSF11
2941,TMEM140
2942,PCDHGB3
2943,AVPR2
2944,OR10G3
2945,KIAA0319
2946,SHISAL2A
2947,ADGRL2
2948,PRRG2
2949,SHISA5
2950,SERP2
2951,OR11H2
2952,KIR2DL4
2953,IGSF9B
2954,TREML1
2955,UGT8
2956,FXYD4
2957,SLC6A7
2958,SLC19A2
2959,LAMP2
2960,PLXNB2
2961,SLC19A1
2962,OR7C1
2963,DUOXA1
2964,TMEM129
2965,CERS5
2966,TAS1R1
2967,GLRA1
2968,OR13F1
2969,ZDHHC5
2970,GNRHR
2971,HCN1
2972,GXYLT1
2973,C6orf50
2974,STT3A
2975,SLC25A37
2976,SLC25A41
2977,NAT8B
2978,MRC2
2979,ARMCX4
2980,TMEM14EP
2981,GPR12
2982,ABCC8
2983,LILRB1
2984,TANGO6
2985,PLXND1
2986,ADGRF1
2987,TMEM265
2988,SLC35F4
2989,CACNG6
2990,KLRC2
2991,PCDHAC2
2992,OR52E6
2993,FAM189A2
2994,EMP3
2995,NRXN3
2996,MFSD14A
2997,EXTL3
2998,DLL3
2999,CACNA1I
3000,ZDHHC4
3001,VCAM1
3002,KRTCAP2
3003,SIGLEC7
3004,TTYH1
3005,FAM156A
3006,CD9
3007,SDK1
3008,TMEM74B
3009,SPTSSB
3010,MLNR
3011,TRIM13
3012,SLC37A2
3013,SPCS3
3014,SSTR1
3015,KCNJ6
3016,SCARF2
3017,OR6J1
3018,SLC22A10
3019,BEST4
3020,CHRNE
3021,P2RY14
3022,FAM174A
3023,NPR3
3024,ESYT1
3025,TLR4
3026,SLC9A1
3027,GNPTAB
3028,OR4C6
3029,TMEM19
3030,SLMAP
3031,OR4F6
3032,ITM2A
3033,CD101
3034,MS4A12
3035,ITGA2
3036,SYT7
3037,SCO2
3038,C5AR1
3039,TRPV2
3040,TSNARE1
3041,AGPAT4
3042,MEP1A
3043,KL
3044,OR10A3
3045,OR5AU1
3046,MTLN
3047,GPR85
3048,RNF13
3049,CASR
3050,TMPRSS11D
3051,PRRT1B
3052,SGCD
3053,GSG1L
3054,NFE2L1
3055,TRPV4
3056,RNF170
3057,OR6C3
3058,CYP4Z2P
3059,TMEM216
3060,CMTM7
3061,PROM2
3062,PLPP7
3063,FAAH2
3064,OR4F3;
3065,OPALIN
3066,TMEM37
3067,C3AR1
3068,HSD11B1
3069,CSMD1
3070,PCDH7
3071,DSE
3072,CDH20
3073,MUC16
3074,ATP2B1
3075,CHRM4
3076,PIP4P1
3077,CD1C
3078,GRM6
3079,PEX13
3080,AMIGO2
3081,GPR137C
3082,ZDHHC13
3083,MARCHF1
3084,ELFN1
3085,GALNT10
3086,PVR
3087,TMEFF2
3088,TMED9
3089,GPR75
3090,OR4D1
3091,STX18
3092,TACSTD2
3093,KCND2
3094,KCNMB1
3095,PHTF1
3096,COL25A1
3097,HFE
3098,C6orf89
3099,DISP3
3100,SUSD3
3101,OR10H4
3102,LSMEM1
3103,TPST2
3104,OR56A1
3105,RARRES1
3106,SLC13A5
3107,FBXW7-AS1
3108,SPAAR
3109,FAM189A1
3110,ELOVL3
3111,ABHD13
3112,TIMM23
3113,VAMP3
3114,VANGL2
3115,ANO9
3116,COX6A1
3117,SCAMP3
3118,CD3G
3119,COMT
3120,PCDH11Y
3121,OR51B4
3122,ACE
3123,RTN4
3124,GALNT7
3125,OSTM1
3126,MUCL3
3127,KDR
3128,PIP4P2
3129,NIPAL2
3130,TMEM60
3131,OR52E4
3132,HLA-B
3133,HRH2
3134,ATP6AP1L
3135,HSD3B2
3136,EDA2R
3137,MAL2
3138,NDUFC2
3139,CDAN1
3140,CEPT1
3141,IL2RA
3142,GPR152
3143,FUT5
3144,SEC61G
3145,GPR82
3146,MAN2A1
3147,MFSD13A
3148,ADAM8
3149,C14orf132
3150,SLC9A6
3151,HBEGF
3152,MAJIN
3153,ATP1B3
3154,ST3GAL3
3155,GLDN
3156,ICAM1
3157,SCTR
3158,OR7D2
3159,GABRR3
3160,LCLAT1
3161,SLC35F2
3162,FAT3
3163,FUT8
3164,BTN3A3
3165,GET1
3166,P2RY12
3167,SLC35D1
3168,TFR2
3169,VSIG1
3170,CTAGE2
3171,SMIM39
3172,PAQR8
