Uniprot ID,Gene name,GTEx,Brain_RNA-Seq,HPA_RNA,HPA_IHC,HPA_Consensus,Tau Sum,scRNAseq Rank,scRNAseq Attribution,DT Mass Spec - Plasma,DT Mass Spec - CSF,DT Mass Spec - Neuron Culture,HPPP - Plasma,HPPP - CSF,iPSC Proteomics,Guldbrandsen2014,Zhang2007,Macron2018,Schutzer2010,Begcevic2016,Thompson2020,Muraoka2020,Thompson2018,Chiasserini2014,Sum in Mass Spec,Transmembrane
Q00975,CACNA1B,0.9515336115044144,0.8819635835415232,0.921616912351134,0.7464811317142144,0.9341319786613711,4.435727217772657,173,0.0017734461570435,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3.0,True
Q9NY72,SCN3B,0.7291783020445387,0.8112384068902827,0.8420372058469565,0.0,0.43039779477120516,2.8128517095529832,107,0.0023261204871664,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.0,True
Q8N3G9,TMEM130,0.8440078552747288,0.8195413687158641,0.8085829434239568,0.0,0.3162193043080557,2.7883514717226054,684,0.0006494299202375,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.0,True
Q9H2X9,SLC12A5,0.9687514454337056,0.9216610692723163,0.8541243172805357,1.0000000000000009,0.5892790050025545,4.333815836989113,884,0.0005242869416227,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,True
O00222,GRM8,0.857319323138293,0.7298893847105974,0.9307375666025695,0.0,0.1585029296228213,2.6764492040742813,635,0.0007059029305534,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.0,True
Q9UJQ1,LAMP5,0.8230558414882369,0.7916275542896,0.7730728506460481,1.0000000000000009,0.37977605254884517,3.767532298972731,1298,0.0003733652724229,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,True
Q6NUJ2,C11orf87,0.9811117328288061,0.9268099908164421,0.9764075050443415,1.0000000000000009,0.9521527807413123,4.8364820094309025,2085,0.0002455154520842,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,True
Q9NYQ7,CELSR3,0.7694330275814855,0.8444898312056253,0.9091657792152584,1.0000000000000009,0.17361349315603594,3.696702131158406,10268,3.369882910142893e-05,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.0,True
P08247,SYP,0.7569162359180334,0.8205472493573139,0.783063749548741,0.8777195875522792,0.7208831937509861,3.9591300161273537,377,0.0010538500920109,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.0,True
Q8TDF5,NETO1,0.8964220813127295,0.8498423454989943,0.9495037492336521,0.0,0.7336581922517561,3.4294263682971318,347,0.0011142243286517,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,True
Q9NY46,SCN3A,0.7496209209961027,0.8072206918791015,0.826603378716801,0.810837618800521,0.46725619748514857,3.6615388078776747,503,0.0008428414697331,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.0,True
P13637,ATP1A3,0.8999819412700633,0.7515972270161432,0.9046458877238721,0.9773317899680624,0.47366471354348777,4.007221559521629,780,0.0005899216603014,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0,True
Q6UXZ4,UNC5D,0.8662865236210857,0.836602962254791,0.8796149140723813,0.0,0.9448722424383946,3.5273766423866526,110,0.002309250499706,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3.0,True
Q8N9I0,SYT2,0.8299326288682599,0.8060863470977798,0.9527517138488518,1.0000000000000009,0.8873051528228748,4.476075842637767,6543,7.318046148211024e-05,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4.0,True
Q00973,B4GALNT1,0.7383469471782332,0.8385276091499281,0.8030977029500588,0.971961559360561,0.34818538496411505,3.7001192036028963,2032,0.000251879575084,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4.0,True
O14522,PTPRT,0.91117130790592,0.9035816912222144,0.8812674306317309,0.7372769606712246,0.4572645846128816,3.8905619750439713,443,0.0009326395419482,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4.0,True
O60939,SCN2B,0.8617506060549186,0.7642257986924192,0.8038785236534935,0.0,0.19665895012661097,2.6265138785274424,1886,0.0002698648045797,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4.0,True
Q9UPR5,SLC8A2,0.8647318577926624,0.8434156971283564,0.9105015259606444,1.0000000000000009,0.9193734210111102,4.538022501892774,923,0.0004997102802091,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.0,True
O95206,PCDH8,0.9686350801930774,0.9308604316256087,0.9962695688221541,0.0,0.0,2.89576508064084,8271,5.119579999442483e-05,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4.0,True
Q9UPU3,SORCS3,0.9211294602522496,0.8297012344847914,0.9470564612366331,0.0,0.8316586440286163,3.5295458000022903,680,0.0006548084297721,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0,True
O94991,SLITRK5,0.8361165641145056,0.7988030846042496,0.8874110600472689,0.0,0.44932745240657357,2.9716581611725976,675,0.0006616496640744,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,4.0,True
Q15256,PTPRR,0.866182493284222,0.9091239115271077,0.8408560221697947,0.8191151760325596,0.7294721136806088,4.164749716694293,209,0.0015801298018719,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0,True
Q9NYX4,CALY,0.9335840845749229,0.7972139492682657,0.9240347060875418,1.0000000000000009,0.758811255255841,4.413643995186573,204,0.001608106225648,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4.0,True
Q6ZVL6,KIAA1549L,0.9086321766372941,0.850010059830905,0.9291941792045213,0.0,0.994642472480855,3.6824788881535757,303,0.0012493753793743,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,5.0,True
O15466,ST8SIA5,0.9233872933760298,0.8477012129110726,0.9345180136269449,0.9923795137327183,0.23086441209850092,3.9288504457452667,1853,0.0002739995866152,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,5.0,True
Q13634,CDH18,0.9900654868981034,0.8531522427405638,0.9766793778233915,1.0000000000000009,0.48550963787627416,4.305406745338334,52,0.0032058577170706,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,5.0,True
P21579,SYT1,0.8456848724281634,0.8508625169312374,0.8525698884638806,0.9871208786944055,0.8158197742746875,4.352057930792374,13,0.0055509915889778,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,5.0,True
O60741,HCN1,0.9663636237498365,0.9163713647226587,0.9686169851123466,0.9303630209835914,0.0,3.781714994568433,331,0.0011517811280487,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,5.0,True
Q01814,ATP2B2,0.8927299046329066,0.7179816220431867,0.886263054277181,0.9952951818823427,0.858166785447039,4.350436548282656,219,0.0015410721416818,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,6.0,True
Q8WYK1,CNTNAP5,0.9824883984716377,0.7863651640056867,0.9869765398568416,0.0,0.7077826887139111,3.463612791048077,213,0.0015659834320036,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6.0,True
Q14C87,TMEM132D,0.9572214215026064,0.7802666622575714,0.9757390326846366,1.0000000000000009,0.40411123026481993,4.117338346709635,214,0.001561338630133,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,6.0,True
Q5T848,GPR158,0.9726863963812054,0.9193207043428354,0.9788744514362722,1.0000000000000009,0.2214133157815421,4.092294867941856,120,0.0021696142798412,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,6.0,True
P54756,EPHA5,0.8306594275555217,0.9209489566867556,0.9307128000055135,0.0,0.468111397733615,3.1504325819814056,261,0.0013789154318517,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,6.0,True
Q9P0K9,FRRS1L,0.849614993470392,0.8223404075320291,0.8096350991822364,0.9618549817133641,0.8421908022597434,4.285636284157765,266,0.0013604447895673,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,6.0,True
Q9UHC6,CNTNAP2,0.9275583292735092,0.7097120242980642,0.9250406689132452,1.0000000000000009,0.24447224015506197,3.8067832626398816,12,0.0055804824476266,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,6.0,True
O43173,ST8SIA3,0.9857896707734908,0.8683361344446611,0.9509440199478782,0.9949642402472525,0.9837955363963039,4.783829601809587,565,0.0007606755540869,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,7.0,True
P48058,GRIA4,0.9262536516435761,0.7565580456642138,0.9026548816640088,0.0,0.8741905169953738,3.4596570959671724,64,0.0029546428364564,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,7.0,True
Q9Y5I4,PCDHAC2,0.8273036933038607,0.742322539360791,0.8822891383552219,0.0,0.31244875637589525,2.7643641273957686,21219,4.976129920177581e-07,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,8.0,True
Q8IZP7,HS6ST3,0.7500967180378302,0.8274518184910764,0.816773923958273,0.0,0.8752729278059659,3.269595388293146,97,0.0024465792521628,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,8.0,True
Q16720,ATP2B3,0.940269816269382,0.9174662908263732,0.9700803605335824,1.0000000000000009,0.8863749125968113,4.71419138022615,3380,0.0001568327649152,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,8.0,True
P43146,DCC,0.9276874238096302,0.7343842738482425,0.9242772040307506,0.9465930131296839,0.4828423368131794,4.015784251631487,184,0.0016880814691219,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,8.0,True
Q9Y4C0,NRXN3,0.765220302324165,0.8057892473343723,0.7527530587485256,1.0000000000000009,0.9410137073287244,4.264776315735788,2,0.0095461243419903,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,9.0,True
Q53EL9,SEZ6,0.9747973894711837,0.8679648775982778,0.946521826854453,0.9574864466733541,0.3793826504906249,4.1261531910878935,2550,0.0002039929343897,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,9.0,True
