Uniprot ID,Gene name,GTEx,Brain_RNA-Seq,HPA_RNA,HPA_IHC,HPA_Consensus,Tau Sum,scRNAseq Rank,scRNAseq Attribution,DT Mass Spec - Plasma,DT Mass Spec - CSF,DT Mass Spec - Neuron Culture,HPPP - Plasma,HPPP - EV,iPSC Proteomics,Guldbrandsen2014,Zhang2007,Macron2018,Schutzer2010,Begcevic2016,Thompson2020,Muraoka2020,Thompson2018,Chiasserini2014,DT Plasma EVs from 10 individuals,DT CSF EVs from 10 individuals,Sum in Mass Spec,Transmembrane
P18507,GABRG2,0.9957610672228883,0.9023101667600323,0.8289652806258189,0.0,0.3238542619007346,3.050890776509474,119,0.0021797071481159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q5HYL7,TMEM196,0.9598737682656511,0.8812999595228992,0.9335074413293438,0.0,0.0,2.774681169117894,2011,0.0002549315333407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A6NDD5,SYNDIG1L,0.9276997270398796,0.8203823870788252,0.9643413403160344,0.0,0.0,2.712423454434739,7474,6.019532611075751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9GZN0,GPR88,0.8691446627918373,0.7649361735488731,0.9230584513915076,0.0,0.44932745240657357,3.0064667401387917,11422,2.611739906604936e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q6PIU1,KCNV1,0.979669576653426,0.8867101772645629,0.9113357992241004,0.0,0.10231349890365671,2.880029052045746,4786,0.0001094201831484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48051,KCNJ6,0.983626651012091,0.9306694254988607,0.9786604160013285,0.0,0.2570373135778903,3.1499938060901704,180,0.0017151349755393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N4F7,RNF175,0.7397813042743661,0.7452631963608302,0.8140358564451289,0.0,0.29228442596046755,2.5913647830407927,1221,0.0003928436799936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8IY50,SLC35F3,0.8552366326452305,0.8431234052000564,0.8843672608383154,0.0,0.0,2.5827272986836025,108,0.002325514734636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8WXH2,JPH3,0.9443722471850409,0.8057018695467604,0.9834278250959481,0.0,0.462415632911754,3.1959175747395037,2341,0.0002211535624925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q86VH5,LRRTM3,0.9573822466062429,0.7284143020080225,0.9392796384575035,0.0,0.22437718958374397,2.8494533766555126,194,0.0016489831776665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N3F9,GPR137C,0.8058862193147268,0.8100938405330136,0.8449936472469088,0.0,0.7351419070336078,3.1961156141282574,1280,0.0003770040285855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P21728,DRD1,0.8700652706681291,0.8426863286582823,0.9358410363702075,0.0,0.30022025941904057,2.9488128951156596,7602,5.860186781727495e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N966,ZDHHC22,0.979558412640176,0.7183857238847116,0.9897405896298287,0.0,0.18244991097687346,2.87013463713159,5189,9.89613995518955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O60320,FAM189A1,0.7771513909014556,0.7972139492682657,0.9286950171379316,0.0,0.3593506778857928,2.8624110351934458,395,0.0010144771237499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A8MXK1,VSTM5,0.7109374097347694,0.767736158651692,0.8128519746568976,0.6958543123898725,0.15969330066789406,3.147073156101125,11759,2.402362355750444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8TBB6,SLC7A14,0.9685923541201416,0.8746642659667149,0.9484066834644236,0.0,0.1254511815762083,2.917114485127488,925,0.0004977501670784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P41594,GRM5,0.9882023850636135,0.8209340810445893,0.9934649831405005,0.0,0.1509644513907709,2.9535659006394743,179,0.0017162332693063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q9NRU3,CNNM1,0.7382640381479422,0.908030320774164,0.8658054102985318,0.8807806993729768,0.43883236326140435,3.8317128318550187,3009,0.0001741807455353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,True
Q9P2U7,SLC17A7,0.8125404201445684,0.7789771688516594,0.9214475970203688,0.9870925434332463,0.279703406310526,3.779761135760369,994,0.0004668503848977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,True
Q14831,GRM7,0.9076269572913969,0.8347830924669282,0.8567572309290478,0.0,0.33837509068882443,2.9375423713761974,310,0.001229623928895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
P42261,GRIA1,0.8701081603940105,0.843200184870023,0.9503048214073236,0.9671247828586267,0.3210637638905256,3.951801713420509,42,0.0034263811964594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q86UE6,LRRTM1,0.8642808056362807,0.8112759871394791,0.9001398690102774,1.0000000000000009,0.2844179210454975,3.8601145828315357,4547,0.0001159195378424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
Q86V35,CABP7,0.826483134886523,0.8203823870788252,0.9576438934255682,0.0,0.2185259908094512,2.8230354062003675,14350,1.1316298563121308e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q86SQ6,ADGRA1,0.9786061881611674,0.7816995294580367,0.9633741672673041,0.9887507211399786,0.2128246779557477,3.925255283982235,4292,0.0001229292511912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q8IZT8,HS3ST5,0.9410536549385137,0.7470594621636439,0.9118333749492771,1.0000000000000009,0.6354379439375072,4.2353844359889425,1496,0.0003300862039499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q9H598,SLC32A1,0.9959181054478263,0.9482164576956336,0.99866214615335,0.987866735508242,0.11550935406502928,4.0461727988700815,3422,0.0001550142462523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q7L1I2,SV2B,0.87070352140373,0.8651127955943758,0.9155065515842156,1.0000000000000009,0.7607435613362009,4.412066429918523,384,0.0010452999374153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
Q13224,GRIN2B,0.9857924201470462,0.9174392163642058,0.9930341726259747,1.0000000000000009,0.2249390933913346,4.121204902528562,5,0.0065723988358597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q496J9,SV2C,0.9482322229471065,0.9434830177031678,0.9488282430513395,0.9930961046919783,0.2910169530112928,4.124656541404885,2020,0.0002534147153152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
Q8N4V2,SVOP,0.978927286202517,0.9295580522889703,0.955434644023621,0.0,0.20479093136885504,3.0687109138839634,765,0.0005990541388918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
P47775,GPR12,0.93335291755216,0.9080763914773464,0.9541755905116,0.0,0.8959098224594246,3.691514722000531,2824,0.0001853095853891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
P28472,GABRB3,0.8190172977482242,0.7456741491080262,0.7254431538574422,0.0,0.6864722828994564,2.976606883613149,181,0.0017014540697027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q9P1W3,TMEM63C,0.7825865925456947,0.7222550432873063,0.7931388624201404,0.0,0.6874552329003908,2.9854357311535322,5008,0.0001034469939565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
P17787,CHRNB2,0.9552080853066843,0.8015919118655159,0.9692388541146262,0.0,0.8656568665667849,3.5916957178536117,11976,2.2761068664297756e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q9BYT9,ANO3,0.9114472964383773,0.7404020810410201,0.9212708055774352,0.8603376614860709,0.28235767728262096,3.7158155218255247,446,0.0009285864098149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,True
Q9UQD0,SCN8A,0.8329576494575806,0.8775693595624938,0.8971879763831654,0.0,0.4245951913006472,3.032310176703887,764,0.0005993073378188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,True
Q08828,ADCY1,0.7236317673361112,0.7656692398145439,0.7834538111653249,0.0,0.4107509314674182,2.6835057497833983,317,0.0012072463423537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
Q7Z407,CSMD3,0.9396546964121137,0.7824173192129362,0.9837541414977602,0.0,0.9292435630706041,3.635069720193414,50,0.0032541940806263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,True
O95803,NDST3,0.9401414290737075,0.8015409723677169,0.9088785780010027,1.0000000000000009,0.9528171337229348,4.603378113165363,644,0.0006954537976255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,True
Q13002,GRIK2,0.8565901804071061,0.7764327045614726,0.8780050811201618,0.3445712495967354,0.7554731938237554,3.611072409509232,3,0.0076446435424075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q9Y5I3,PCDHA1,0.9256562568475211,0.9194901152344596,0.9784048782364667,1.0000000000000009,0.8218997345659813,4.645450984884429,19840,1.1133742082571836e-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q9P2U8,SLC17A6,0.9977458146092975,0.891132400578461,0.98038629529432,0.9627973878673358,0.7355989083241891,4.567660806673603,1650,0.0003030258802457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q9UM73,ALK,0.8289722251945214,0.8358302151234481,0.9525139407690273,0.8516385233017685,0.15428712387339344,3.6232420282621587,664,0.0006774381022147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q9ULB4,CDH9,0.9817756863013709,0.942821094536085,0.8204034603487883,0.8868498544555601,0.3772481237847231,4.0090982194265266,728,0.000622017040366,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,True
Q8IZU9,KIRREL3,0.8695106336625308,0.7545707438841022,0.9076184036059075,0.8980413747490819,0.27718922691980213,3.706930382821424,9,0.0059880672263238,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,True
Q96PZ7,CSMD1,0.9504020513172703,0.7985640818945795,0.9586351870803763,0.0,0.6417408292882629,3.349342149580489,46,0.003339783748995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,True
Q9ULB5,CDH7,0.988955199173577,0.9375447815483342,0.9780180381353457,1.0000000000000009,0.23748812997222238,4.142006148829481,834,0.0005514914806181,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,True
Q9NTI2,ATP8A2,0.9185952717322868,0.8597448242171747,0.9161430934283314,0.8379275600203144,0.5221807373972144,4.054591486795322,262,0.0013758399416797,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,True
Q99250,SCN2A,0.944761713645444,0.8517574391100426,0.9377677693027002,0.986430012377768,0.3579718189033638,4.0786887533393195,51,0.0032298169402766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,True
P42263,GRIA3,0.7757349594063851,0.7653866134409959,0.7893644856350458,0.9736717260302211,0.8297676872160124,4.13392547172866,253,0.001404429625293,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,True
B4DS77,SHISA9,0.8478436159271086,0.8198094304233725,0.7921642758884926,0.0,0.18065788530723298,2.6404752075462063,47,0.003332898842109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,True
Q8TBE3,FNDC9,0.9516478987142544,0.8446108280778762,0.964680794872611,0.0,0.6122019708562548,3.3731414925209964,12456,2.004952072215736e-05,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.0,True
Q5TF21,SOGA3,0.7203758380818188,0.7267992030549292,0.8657966842509306,0.0,0.21215718208088444,2.525128907468563,3770,0.0001399516327609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,True
Q2TBF2,WSCD2,0.7608514638116592,0.9130370510004688,0.8321961306264192,0.8651544564801754,0.9891864997373931,4.360425601656116,1045,0.0004470629840139,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q6U841,SLC4A10,0.971163027918635,0.8511195715476552,0.9482738594224964,0.7832959569920667,0.813322932598379,4.367175348479233,38,0.0035197003726579,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,True
Q8N967,LRTM2,0.9940937490484119,0.7649361735488731,0.9999999999999992,0.0,0.0,2.7590299225972843,4921,0.0001056668685842,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,True
Q8WXS5,CACNG8,0.9576559998421421,0.8904308268190912,0.9749481116743016,1.0000000000000009,0.6910708105910969,4.5141057489266325,302,0.0012617084288925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,True
Q15878,CACNA1E,0.9323593978016373,0.8989984493310736,0.9601088548100642,0.0,0.20291188894778628,2.9943785908905616,250,0.0014137605964132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0,True
P14867,GABRA1,0.997691197433427,0.9138126203974877,0.9645239104740063,1.0000000000000009,0.5467204997083774,4.422748228013299,309,0.0012305586710583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,True
Q9H1V8,SLC6A17,0.9195700373059134,0.8019527512462099,0.9073812425191751,1.0000000000000009,0.882620681183477,4.511524712254777,2066,0.0002482846887233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,True
Q7Z2D5,PLPPR4,0.772706539120262,0.7221499708023913,0.8560243097859229,0.0,0.3324756603672285,2.6833564800758047,426,0.0009605954244864,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,True
