Number,Gene Name, SCimilarity Attribution Score, Transmembrane Domain?
6118,C19orf53,4.0894463573658286e-05,False
6119,KCTD17,4.0892944547747215e-05,False
6121,FABP3,4.088405244258199e-05,False
6122,ATP5G1,4.087679673922456e-05,True
6123,ZFP90,4.087223388545087e-05,False
6125,ZNF701,4.084137520610253e-05,False
6126,FAM76B,4.083520769819437e-05,False
6127,ZC3H8,4.083217519088044e-05,False
6128,CPLX2,4.081527382321684e-05,False
6130,TRIM56,4.080244188313892e-05,False
6131,ACOX1,4.0793042923588336e-05,False
6132,CSTB,4.078574823148332e-05,False
6133,TMEM241,4.077541311564685e-05,True
6134,SAT2,4.077216815257812e-05,False
6135,INA,4.075400742730185e-05,False
6136,MEAF6,4.0734334633484334e-05,False
6137,NAA38,4.072810542768222e-05,False
6138,TOM1,4.072636492836594e-05,False
6139,FAM98B,4.071349224206251e-05,False
6140,SCRN3,4.070230761199997e-05,False
6141,PRPF8,4.069853625079272e-05,False
6142,FBXO33,4.069305979018964e-05,False
6143,VDAC2,4.0663475568082175e-05,True
6144,TMX3,4.06579338325377e-05,True
6145,PSMA3,4.06577020556968e-05,False
6146,TMEM132D,4.065657970149338e-05,True
6147,HEXDC,4.062890690454048e-05,False
6148,RALGPS2,4.062368439437517e-05,False
6149,MED31,4.0613085797479526e-05,False
6150,TMEM175,4.060642013842311e-05,True
6151,SOWAHA,4.060055200107511e-05,False
6152,SOX4,4.059180743598341e-05,False
6153,RNF41,4.0583844361329154e-05,False
6154,NUDT9,4.05835297534904e-05,False
6155,CHDH,4.056568205560461e-05,False
6156,SAP130,4.0539455581949525e-05,False
6157,OSBPL2,4.05284620512134e-05,False
6158,BAG2,4.05110732089866e-05,False
6159,NAF1,4.050956078075526e-05,False
6160,ZFAND4,4.050813887270621e-05,False
6161,JADE2,4.049882900662235e-05,False
6162,USF2,4.0494099571673066e-05,False
6163,RABL3,4.0493068228312086e-05,False
6164,ZNF761,4.048892795692941e-05,False
6165,ATP6V0D1,4.048580367703157e-05,False
6167,GDI2,4.047532712776663e-05,False
6168,LINC00869,4.047016886870422e-05,False
6169,ARHGAP15,4.0468566059127136e-05,False
6170,SLITRK5,4.0465433076546704e-05,True
6171,SLC38A10,4.044767257942714e-05,True
6172,TOR1AIP1,4.044097706844376e-05,True
6173,MAP6,4.044040745983895e-05,False
6174,TCP1,4.043343321845958e-05,False
6177,DTD1,4.040793124026816e-05,False
6178,HPS1,4.038977717245874e-05,False
6179,PLAA,4.036358041689686e-05,False
6180,GINS3,4.036271406478483e-05,False
6181,GPAA1,4.0350151993821295e-05,True
6182,CYHR1,4.034593395020493e-05,False
6183,MOB4,4.034369505557639e-05,False
6184,GTF2A1,4.0330275774865456e-05,False
6185,WLS,4.0325102073849066e-05,True
6186,KCNQ5,4.031047396961401e-05,True
6187,USP38,4.029189385726204e-05,False
6188,CDH3,4.027203652826172e-05,True
6189,NMT2,4.0250833314437e-05,False
6190,EIF4A1,4.023592900182869e-05,False
6191,ZNF765,4.023129398995046e-05,False
6192,EHMT2,4.021039439301142e-05,False
6193,LYRM2,4.0207665121318126e-05,False
6194,PINK1,4.020503569516599e-05,True
6195,LONRF1,4.0204351308143664e-05,False
6196,TCTN1,4.020225224336618e-05,False
6198,SPNS1,4.019357824297945e-05,True
6200,RETREG3,4.017702240393548e-05,True
6201,CPNE1,4.015570570767868e-05,False
6202,TBC1D4,4.014708549042696e-05,False
6203,RSRC2,4.013236648954802e-05,False
6204,ADAM28,4.013036556012696e-05,True
6205,CCT6A,4.012053516881048e-05,False
6206,ABCB10,4.0118863615690447e-05,True
6207,MARCH2,4.0117547323500685e-05,True
6208,LIAS,4.011314325375414e-05,False
6209,ST8SIA5,4.010615360449464e-05,True
6210,C4orf47,4.010086785928832e-05,False
6211,SYT4,4.0098045046132326e-05,True
6212,EPHB1,4.007992020477432e-05,True
6213,PXN,4.006070656087915e-05,False
6214,ARHGAP31,4.006058391790695e-05,False
6215,LLGL1,4.005906937513041e-05,False
6216,MMD,4.0056895734885344e-05,True
6217,TYMS,4.0055912280475455e-05,False
6218,GLI3,4.0048118000263423e-05,False
6219,CBX4,4.00270942513925e-05,False
6220,SDHA,4.0021867831949845e-05,False
6221,TREH,4.00197317166041e-05,False
6222,ZNF558,4.001969082886313e-05,False
6223,NCAPG2,4.001060258100237e-05,False
6224,SMAD7,3.999871375778612e-05,False
6225,PLCB4,3.998279544053475e-05,False
6226,TRAPPC4,3.9970854323321774e-05,False
6227,MTIF3,3.993170535829001e-05,False
6228,SH3BGR,3.992499220286482e-05,False
6229,PLXNB3,3.990827788852684e-05,True
6230,TSNARE1,3.990154571687212e-05,True
6231,ZNF10,3.987890885230543e-05,False
6232,NDUFA12,3.986851042126802e-05,False
6233,UHMK1,3.986125602460618e-05,False
6234,GLRB,3.986030457202571e-05,True
6235,WBP4,3.985989012397892e-05,False
6236,GFM2,3.984337842268404e-05,False
6237,DUS2,3.984016984088554e-05,False
6238,PPIP5K1,3.983649999017921e-05,False
6239,FLYWCH1,3.981759477490103e-05,False
6240,FAM76A,3.980530367181373e-05,False
6241,FAM173B,3.9799149003294434e-05,True
6242,EML6,3.979502588195434e-05,False
6243,ATOH8,3.9792860615854814e-05,False
6244,SAP30L,3.9776270969327854e-05,False
6245,NDUFC2,3.977363710220376e-05,True
6247,SNCG,3.976287697059089e-05,False
6248,SMARCD2,3.97441151980642e-05,False
6249,NDUFA13,3.973050759298583e-05,True
6250,IGDCC3,3.972431971480932e-05,True
6251,PI4K2B,3.972115101126591e-05,False
6253,EIF2B1,3.9702432564339166e-05,False
6254,ANKMY2,3.969568030457893e-05,False
6255,CNIH3,3.967895359403273e-05,True
6256,MARF1,3.967351586729413e-05,False
6257,SDHC,3.966682361257111e-05,True
6258,MEF2D,3.965862172230217e-05,False
6259,SNX3,3.9655066241774414e-05,False
6260,VTA1,3.9654877123294776e-05,False
6261,SLC20A1,3.965345245117059e-05,True
6262,TRAF6,3.9651591185139305e-05,False
6264,C10orf88,3.9626919729928986e-05,False
6265,FCF1,3.959652873146159e-05,False
6266,DCUN1D2,3.959071805441713e-05,False
6267,WIPI2,3.955332867701458e-05,False
6268,GPR89A,3.9552065196378e-05,True
6270,EIF3K,3.9548035363670286e-05,False
6271,TXNL4B,3.954241409426141e-05,False
6272,ZNF682,3.953692315678385e-05,False
6273,S100A6,3.953530082029568e-05,False
6274,TMEM254,3.953460580145808e-05,True
6276,PTBP3,3.95247208870914e-05,False
6277,B4GALNT1,3.952109127046185e-05,True
6278,SURF4,3.951956601733105e-05,True
6279,TRIM8,3.951614074480175e-05,False
6280,DHX9,3.950143239079576e-05,False
6281,ABCC4,3.9493733127070895e-05,True
6283,MMD2,3.947676282893112e-05,True
