Number,Gene Name
1634,DCST2
1635,KCNJ11
1636,MT-ATP6
1637,MST1R
1638,KCNE4
1639,SLC13A5
1640,RAB5IF
1641,AQP3
1642,AGTRAP
1643,CD300C
1644,GPRC5D
1645,KCND1
1646,AGPAT5
1647,PODXL
1648,EDNRA
1649,CATSPER1
1650,SLC25A20
1651,SLC4A9
1652,RDH11
1653,OR10AC1
1654,ABCB6
1655,PCDHB9
1656,RYR3
1657,IFITM1
1658,NKAIN3
1659,OR51A2
1660,SYNGR1
1661,LRFN1
1662,CEND1
1663,CREB3
1664,LIFR
1665,FXYD6P3
1666,SERTM2
1667,TMEM178A
1668,MIEF1
1669,CD22
1670,RNF180
1671,PRLHR
1672,OR4F15
1673,RELL2
1674,OR2L8
1675,PCDHGB5
1676,LRP6
1677,FCGR3A
1678,TEX261
1679,SPEM1
1680,ABHD13
1681,OR4A8
1682,DLK1
1683,ATP10B
1684,SLC25A10
1685,GPR155
1686,CLEC14A
1687,COQ8B
1688,STX4
1689,MSR1
1690,MPIG6B
1691,SUSD3
1692,PEMT
1693,SLC2A10
1694,BSG
1695,SLC26A1
1696,ADIPOR1
1697,NCLN
1698,SLC46A3
1699,PGAP4
1700,C1orf159
1701,ATL3
1702,TMEM217
1703,NEO1
1704,NRAC
1705,CLCN2
1706,SMIM8
1707,PRPH2
1708,SLC25A32
1709,PGAP2
1710,TM9SF3
1711,PKHD1L1
1712,ZDHHC24
1713,CD33
1714,SLC36A2
1715,TAS2R20
1716,TMEM254
1717,LETM2
1718,OR4X1
1719,MAVS
1720,MCOLN1
1721,KCNK7
1722,GJD2
1723,TSNARE1
1724,SEMA4D
1725,SPTSSB
1726,LTB4R
1727,SIGLEC15
1728,PIGK
1729,KCNJ3
1730,PRIMA1
1731,TRB
1732,TMEM60
1733,RHD
1734,LAMP2
1735,RNF121
1736,SLC44A1
1737,OR6B1
1738,OR11H2
1739,GCNT1
1740,LRP10
1741,SEMA5B
1742,SYT8
1743,SGCB
1744,KCNMB2
1745,SMIM3
1746,GALNT13
1747,XKRX
1748,OR9G4
1749,SIRPG
1750,RXFP1
1751,KCNK6
1752,UGT2B15
1753,EGF
1754,OR5AS1
1755,SLC9B2
1756,STX12
1757,ATP2B4
1758,TTTY13
1759,ARMH4
1760,OR6K2
1761,ATP1B3
1762,TAPBPL
1763,NCKAP1
1764,CLDN1
1765,REEP1
1766,LAMP3
1767,ADGRG2
1768,TAS2R14
1769,HCAR1
1770,ITGA10
1771,OR7D2
1772,SGCZ
1773,ILVBL
1774,CHRNG
1775,CHRNA4
1776,SDK1
1777,AIG1
1778,LRRTM1
1779,CD36
1780,ELAPOR2
1781,ABCB11
1782,CD200
1783,APOOL
1784,NDUFC2-KCTD14
1785,FUT10
1786,CSGALNACT1
1787,GPR68
1788,GJA1
1789,ABCA13
1790,CALCRL
1791,A4GALT
1792,KIAA0743
1793,OR6J1
1794,NRCAM
1795,EVI2A
1796,NLGN3
1797,PPP1R3A
1798,SLC25A28
1799,PTPRA
1800,ADCY7
1801,ITGA8
1802,DIPK1A
1803,TRPM5
1804,TMEM201
1805,TMEM199
1806,OR2J3
1807,SLC16A5
1808,TAS2R1
1809,CTAGE8
1810,MPC2
1811,SSR1
1812,AQP8
1813,FGFR1
1814,EXTL1
1815,FAR1
1816,GRPR
1817,LRIG2
1818,OPA1
1819,SURF4
1820,SERP1
1821,OR51E2
1822,GLT6D1
1823,SLC25A29
1824,MANBAL
1825,CDIPT
1826,LIM2
1827,SHISAL1
1828,NEMP1
1829,USH2A
1830,DEGS1
1831,AADAC
1832,MANEA
1833,CNGA4
1834,DNAJC22
1835,OR1P1
1836,NDST2
1837,FCRL4
1838,TAAR3P
1839,LRRC8B
1840,NIPAL3
1841,TAS2R42
1842,OR9A4
1843,TMEM223
1844,CADM4
1845,CD44
1846,ADCY3
1847,PTPRE
1848,SLC37A2
1849,SHISA6
1850,ICOS
1851,UST
1852,GJE1
1853,CMKLR1
1854,NAT14
1855,FAP
1856,CLDN9
1857,XKR6
1858,BEST2
1859,MEGF10
1860,RETREG1
1861,CD300LD
1862,DSE
1863,ABCB10
1864,SGCE
1865,C3orf20
1866,SYNGR4
1867,TM9SF1
1868,FXYD3
1869,GRM8
1870,KCNQ4
1871,C9
1872,GDPD3
1873,CLDN17
1874,TEX38
1875,DNAJB12
1876,ABCD2
1877,CD1D
1878,SLC25A34
1879,TNFSF8
1880,ABCC9
1881,P2RX1
1882,PIGM
1883,OR10G6
1884,SFXN5
1885,OR2T27
1886,GRIN2C
1887,DAD1
1888,SLC26A9
1889,FAM187A
1890,P2RX4
1891,CWH43
1892,SLC38A10
1893,CRB1
1894,TMEM225
1895,ATF6
1896,GLDN
1897,SVOPL
1898,MRAP
1899,ANO10
1900,FAM74A7
1901,MS4A8
1902,KCNJ10
1903,NPC1L1
1904,FAM151A
1905,SLC35D3
1906,IRAG1
1907,DNER
1908,TMEM79
1909,GNPTAB
1910,OR9K2
1911,TMEM67
1912,PCNX2
1913,PTPRCAP
1914,OR10AG1
1915,ATG9B
1916,CNR1
1917,SHISA8
1918,EMB
1919,FRRS1
1920,PTGES2
1921,SUSD4
1922,SCN2A
1923,FAM200A
1924,SLC66A2
1925,TLR1
1926,TMX4
1927,GHR
1928,OR4S1
1929,ITPRIP
1930,MUC15
1931,OR6N1
1932,VSIG10
1933,SLC32A1
1934,UGT1A5
1935,HLA-DQA1
1936,PKD1L2
1937,LRRC53
1938,CELSR2
1939,ABCC6
1940,SLC9A3
1941,OR1K1
1942,SLC7A11
1943,TMEM218
1944,FGFR3
1945,RET
1946,CLCN3
1947,GLRB
1948,KREMEN2
1949,AVL9
1950,LRP2
1951,TMUB2
1952,TMPRSS12
1953,GBGT1
1954,SLCO1A2
1955,GOSR1
1956,PCDHGA5
1957,OR8J3
1958,IFI27L2
1959,ZFYVE27
1960,CLDN19
1961,CYP20A1
1962,SLC10A3
1963,SLC45A3
1964,FAM163B
1965,SLC38A11
1966,ASGR2
1967,BOK
1968,FREM2
1969,IER3IP1
1970,NGFR
1971,SEL1L2
1972,ROM1
1973,MT-CO3
1974,COX8A
1975,PXMP2
1976,HRH1
1977,ACVR2A
1978,DLL4
1979,CD72
1980,HS3ST2
1981,GSG1L
1982,ROR1
1983,SLC16A7
1984,SLC25A51
1985,MPZ
1986,ANTXRL
1987,C11orf87
1988,ADRB2
1989,EEF1AKMT4-ECE2
1990,XKR8
1991,ABCA9
1992,TSBP1
1993,GYPE
1994,FNDC5
1995,ST14
1996,LSMEM1
1997,SDC4
1998,PCDHGB3
1999,OR2A7
2000,CXCR1
2001,IL3RA
2002,DIPK1C
2003,ST8SIA3
2004,SERAC1
2005,RDH8
2006,OTOP1
2007,GDPD5
2008,SLC15A2
2009,MT-ND1
2010,SYNE1
2011,PANX1
2012,TMPRSS6
2013,SLC22A18
2014,SLC23A2
2015,PEX26
2016,STOML1
2017,DPP4
2018,GDAP1
2019,MFSD10
2020,MGAT5
2021,DPAGT1
2022,CHST4
2023,CD276
2024,VLDLR
2025,MEP1A
2026,LTC4S
2027,IFI27L1
2028,PLPP3
2029,CHST12
2030,SYNJ2BP
2031,CT83
2032,TNFRSF8
2033,CCDC167
2034,ZP2
2035,OR10D3
2036,LILRB2
2037,CNTNAP1
2038,ITM2C
2039,PCDHGA10
2040,FAS
2041,GPR35
2042,FCER2
2043,DHCR7
2044,SLC5A10
2045,TIMMDC1
2046,SLC22A17
2047,BRI3
2048,SLC3A1
2049,TMEM17
2050,JTB
2051,GUCY2F
2052,KCNS2
2053,LMLN2
2054,SMO
2055,HTR1D
2056,DPP10
2057,FAM87A
2058,ORAI2
2059,NRG3
2060,SLC6A8
2061,GPR19
2062,OR8K5
2063,LRP12
2064,HSD3B7
2065,CLSTN3
2066,NETO2
2067,QRFPR
2068,PTGER2
2069,MFSD9
2070,CLCN5
2071,ATPSCKMT
2072,ST6GAL2
2073,RHCE
2074,ORMDL3
2075,MGAT4C
2076,OR4A15
2077,REEP5
2078,OR6P1
2079,TMEM266
2080,EPOR
2081,TMEM191C
2082,TMEM126B
2083,PDCD1
2084,ALK
2085,ITGB7
2086,TEX2
2087,PIGL
2088,PTCHD1
2089,BTN3A3
2090,MAL2
2091,SYPL1
2092,OR51I1
2093,OR1S1
2094,TMCO2
2095,NAALADL1
2096,FKTN
2097,PTDSS2
2098,ATP6V0C
2099,ADAM22
2100,MS4A6E
2101,TMEM181
2102,SLC19A3
2103,CERS5
2104,ATF6B
2105,FUT8
2106,NLGN4Y
2107,SLC20A2
2108,KCNK10
2109,LILRA1
2110,AJAP1
2111,LRIG3
2112,QPCTL
2113,RHO
2114,TMEM209
2115,PISD
2116,LNPK
2117,CHST6
2118,ABHD6
2119,ADORA1
2120,CHST3
2121,LILRB5
2122,NOX1
2123,JKAMP
2124,OR5H6
2125,EDNRB
2126,OR56A5
2127,OR2L13
2128,USE1
2129,GALNTL6
2130,AGPAT2
2131,HTR2A
2132,OR6B2
2133,JAM3
2134,OR2L3
2135,MR1
2136,GNRHR
2137,GABRA4
2138,GPX8
2139,LRRC8D
2140,TRGC1
2141,SLC27A6
2142,MPC1
2143,PCDH18
2144,GPR174
2145,EVC2
2146,CALHM2
2147,GABRB3
2148,SGPP1
2149,IL23R
2150,CD6
2151,BPNT2
2152,SEMA6D
2153,LRRC19
2154,SYT4
2155,ERVFRD-1
2156,ADAM19
2157,MANSC4
2158,KIRREL2
2159,GABRA2
2160,SLC29A1
2161,CTNS
2162,EDAR
2163,NKAIN1
2164,HIGD1A
2165,ZMPSTE24
2166,B3GNT4
2167,TAS2R50
2168,KCNC2
2169,SLC35F3
2170,IMPG2
2171,OR4F3;
2172,SORT1
2173,OR9I1
2174,ANO6
2175,AQP9
2176,ATP1A1
2177,MT-ND4
2178,CLDN12
2179,TM6SF2
2180,GGT1
2181,TNFRSF11A
2182,TAP1
2183,B3GAT2
2184,STRA6
2185,OCLN
2186,JAGN1
2187,ARMCX1
2188,OR51B5
2189,CADM1
2190,AOC3
2191,PRRG2
2192,SLC16A12
2193,OR8D1
2194,ADGRL4
2195,SLC6A18
2196,JAML
2197,CD3D
2198,GABRA6
2199,TRAF3IP3
2200,CLSTN2
2201,CPT1B
2202,SLC29A2
2203,CD7
2204,SPCS2
2205,SDHC
2206,TRPC4
2207,TMEM186
2208,FCER1G
2209,MGAT3
2210,CYP3A4
2211,OR10J5
2212,MRGPRX2
2213,GLIPR1
2214,ITGB3
2215,OR6C2
2216,STX16
2217,OR5F1
2218,MFAP3
2219,FAM209B
2220,STEAP3
2221,BEST4
2222,TAS2R60
2223,ZDHHC12
2224,SLC38A6
2225,SORCS3
2226,GRAMD1B
2227,FAT2
2228,KCND2
2229,C9orf135
2230,OR2D3
2231,TAS1R1
2232,OR2G3
2233,GPR101
2234,PTPRU
2235,AGPAT4
2236,IZUMO1
2237,KIR3DS1
2238,AGMO
2239,SPPL2C
2240,TAS2R31
2241,WFS1
2242,TMC3
2243,CYP8B1
2244,GALR3
2245,CD164L2
2246,FMR1NB
2247,OGFOD3
2248,HEPACAM2
2249,CERS1
2250,IL6R
2251,CD209
2252,OR52E8
2253,SLC7A3
2254,TMCO4
2255,CISD1
2256,Q4G0T1
2257,UNC5D
2258,OR51L1
2259,ST7L
2260,SLC1A3
2261,SLC41A1
2262,SOAT2
2263,TMEM14C
2264,OR1E3
2265,TMEM127
2266,SPTLC3
2267,HAVCR2
2268,TMEM14B
2269,ATP6V0E1
2270,OR2B11
2271,FKRP
2272,CCKBR
2273,NEMP2
2274,PARP16
2275,POM121C
2276,TMCO1
2277,PHTF1
2278,ITGB5
2279,CALHM3
2280,TMC7
2281,SLC35F4
2282,ADGRF5
2283,ABCB8
2284,ATP12A
2285,CRB3
2286,VTCN1
2287,TMEM14EP
2288,SLC38A5
2289,CIP2A
2290,DRAM1
2291,ABCG1
2292,SLCO1B3
2293,KIR2DL4
2294,CSF3R
2295,SLC22A14
2296,APOO
2297,CHST5
2298,HCRTR1
2299,SCIMP
2300,OR1C1
2301,EMC7
2302,STX10
2303,SLC1A5
2304,XBP1
2305,GPRC5B
2306,TACR3
2307,SDHD
2308,SLC9A9
2309,ASIC1
2310,TMEM271
2311,PTPRF
2312,VAMP2
2313,PRRG1
2314,OPN1MW3
2315,OPRL1
2316,GRIK1
2317,CACNA2D2
2318,DUOX1
2319,DCT
2320,MUC22
2321,OR11H1
2322,TMEM184C
2323,SLCO5A1
2324,GPAT3
2325,FAM187B
2326,MOGAT1
2327,IL15RA
2328,ADCY1
2329,GALNT14
2330,CLDN3
2331,CDHR3
2332,IGFLR1
2333,TOMM20L
2334,AQP5
2335,ENPP7
2336,EBAG9
2337,PTPRO
2338,CSMD3
2339,AQP7P3
2340,OR4B1
2341,SARAF
2342,MINAR1
2343,TAS2R7
2344,OR6C70
2345,GTSCR1
2346,MTCH1
2347,TMEM88
2348,OR1E2
2349,CDHR4
2350,FCRL3
2351,GPR22
2352,TOMM5
2353,RABAC1
2354,CCR1
2355,SCN5A
2356,TSPAN5
2357,FA2H
2358,HLA-DMA
2359,SLC37A3
2360,PLPPR2
2361,ABCC2
2362,SLC2A7
2363,ZDHHC20
2364,DMAC1
2365,SLC6A4
2366,CREB3L1
2367,ADGRG1
2368,KDSR
2369,OR51E1
2370,TMCO5B
2371,OR9Q2
2372,SLC10A2
2373,OR51D1
2374,TRABD2A
2375,PCDH17
2376,TNFRSF10A
2377,MPDU1
2378,ABCC8
2379,FSHR
2380,PRRG4
2381,NTRK2
2382,DEGS2
2383,TMEM272
2384,BCAP31
2385,SDC1
2386,CERS3
2387,PTGDR2
2388,SLC10A1
2389,ADGRF4
2390,OR52L1
2391,NNT
2392,OR8J2
2393,PIGY
2394,SLC25A40
2395,SLC15A3
2396,C11orf24
2397,TMEM168
2398,ST6GALNAC5
2399,SUSD6
2400,PTGES
2401,SLC6A3
2402,RNASEK
2403,SCARB2
2404,ERAP2
2405,SLC44A5
2406,ACER2
2407,TGFBR3
2408,RAMP3
2409,OR10AD1
2410,CTXND1
2411,SLC25A12
2412,SYT7
2413,CYB561D1
2414,SLITRK5
2415,OR52H1
2416,NDUFA11
2417,ATP11B
2418,TIGIT
2419,NCAM2
2420,SLC9A5
2421,RFNG
2422,OR10K1
2423,UQCR11
2424,PAQR5
2425,CLEC2A
2426,MICB
2427,OR52E1
2428,ENTPD6
2429,OR2M7
2430,GPR55
2431,RTP1
2432,ABCC5
2433,FUT3
2434,PTGER4
2435,ATRNL1
2436,INAFM1
2437,ABHD2
2438,GJA5
2439,ACSL3
2440,IGSF23
2441,ELOVL2
2442,ATP1A2
2443,SLC35G2
2444,CLCN1
2445,OR52A1
2446,SMIM32
2447,EPGN
2448,LEPR
2449,SLC25A44
2450,TCIRG1
2451,KCNT1
2452,SLC16A3
2453,ADTRP
2454,TMEM215
2455,PCDHGC4
2456,OR56A4
2457,MCTP1
2458,CD34
2459,CSF2RB
2460,MAG
2461,OR11H7
2462,NOMO3
2463,ATP6V0A2
2464,OR2T35
2465,SGPP2
2466,FLT4
2467,UQCR10
2468,SLC39A9
2469,GPR179
2470,KCNA6
2471,HTR5A
2472,EMC3
2473,OSTC
2474,TMEM78
2475,CHRNB3
2476,S1PR1
2477,OPN1LW
2478,SERTM1
2479,LINC01006
2480,PGAM5
2481,NAALAD2
2482,TRPV3
2483,CXCR3
2484,HS3ST4
2485,C18orf15
2486,CMTM8
2487,GPR52
2488,FAXC
2489,BRICD5
2490,TMEM9
2491,CDHR5
2492,SVOP
2493,MTARC1
2494,CDH10
2495,DBH
2496,MALRD1
2497,GPR37L1
2498,ACKR4
2499,JAG2
2500,RNF5
2501,CLEC4A
2502,PNPLA2
2503,TMEM229A
2504,COX11
2505,SLC15A4
2506,FNDC10
2507,CLDN24
2508,TMEM30B
2509,GALNTL5
2510,GPR45
2511,FIBCD1
2512,SEC62
2513,MARCHF8
2514,KCNC1
2515,NPR1
2516,NCR2
2517,NTRK1
2518,HGSNAT
2519,GABBR2
2520,OR14C36
2521,ANTXR2
2522,OR5W2
2523,ELAPOR1
2524,OR4K1
2525,NOTCH2
2526,SLC25A38
2527,RHEX
2528,ABHD14A
2529,TRAT1
2530,CD151
2531,GPR61
2532,KRT10-AS1
2533,PEX3
2534,LRP1
2535,SLC35A5
2536,SIGLECL1
2537,RNF145
2538,CDH2
2539,OR2A12
2540,SLC46A2
2541,PIGX
2542,NPTXR
2543,TBXAS1
2544,CACNG2
2545,FUT1
2546,ST6GALNAC1
2547,ADGRD2
2548,ASGR1
2549,B3GNT3
2550,PCDHB1
2551,TACR1
2552,GALNT9
2553,RAET1G
2554,CACNG5
2555,SLC35F2
2556,TMEM258
2557,LPAR3
2558,CABP7
2559,SCN2B
2560,GPR173
2561,TMPRSS11F
2562,GP9
2563,CYB5A
2564,BST2
2565,CDH6
2566,XKRY
2567,ERGIC1
2568,RHBDF2
2569,ATP7A
2570,ITM2B
2571,OR7G2
2572,TPTE
2573,GPBAR1
2574,TMEM115
2575,CSPG5
2576,NDUFB11
2577,SLC18B1
2578,SLC7A10
2579,GPR148
2580,MTNR1B
2581,MAJIN
2582,SLC17A8
2583,MARCHF9
2584,STT3B
2585,SLC25A25
2586,SLC49A3
2587,UBE2J1
2588,C20orf141
2589,TAOK2
2590,TRPM1
2591,CFAP65
2592,SPATA31D3
2593,TEX29
2594,CNNM1
2595,SMIM17
2596,BAK1
2597,OR52L2P
2598,MET
2599,GRIN2B
2600,DSG3
2601,STARD3
2602,CNPPD1
2603,PLAAT4
2604,SLC39A3
2605,LRRC38
2606,OR4C13
2607,UGCG
2608,VRK2
2609,ZDHHC18
2610,DSCAML1
2611,BOC
2612,TMEM132B
2613,OR6C75
2614,TLR9
2615,CCDC25
2616,GALNT8
2617,CATSPER2
2618,OR2F1
2619,SEZ6
2620,TMEM70
2621,TMEM236
2622,MTNR1A
2623,LRIT3
2624,PRLR
2625,MICOS10
2626,AQP1
2627,IL6ST
2628,BTNL2
2629,ITGB4
2630,CYC1
2631,GRIK4
2632,SLC6A16
2633,TRPV5
2634,ABCC10
2635,PEX11A
2636,CAMLG
2637,MUSK
2638,OR1L6
2639,NDUFC2
2640,SLC10A4
2641,TMEM30CP
2642,KIR2DS3
2643,MCAM
2644,ERGIC3
2645,OR4N4C
2646,ASIC5
2647,CLRN2
2648,TMEM140
2649,GSG1L2
2650,VASN
2651,IGSF1
2652,CDH4
2653,ALG11
2654,PRRT3
2655,SCO1
2656,MCEMP1
2657,KLRF2
2658,B4GALT5
2659,CTAGE4
2660,CCSMST1
2661,VSIG2
2662,TFR2
2663,FAM162B
2664,MFSD11
2665,NDUFA3
2666,DAGLA
2667,KCNJ15
2668,OR2G6
2669,AFG3L2
2670,COL25A1
2671,TRDN
2672,LDAF1
2673,MRGPRX4
2674,GRIN1
2675,OR5H14
2676,TMEM253
2677,TMEM68
2678,TMEM238L
2679,PNLDC1
2680,TMEM52
2681,SLC13A2
2682,TAPT1
2683,C2orf92
2684,RELT
2685,WLS
2686,NXPE2
2687,LIME1
2688,CD4
2689,OR8B3
2690,PLB1
2691,OR52K2
2692,PTTG1IP
2693,GPRC6A
2694,SLC3A2
2695,ITPR2
2696,KIR3DL3
2697,ATP2B3
2698,PREB
2699,HLA-DQB2
2700,KCNH3
2701,FCGR2C
2702,APCDD1L
2703,SEMA4G
2704,UBE2J2
2705,PCDHA9
2706,FAM74A3
2707,RCE1
2708,FLT3LG
2709,PLD4
2710,OR2T7
2711,OR3A4P
2712,VPS35L
2713,KCNMA1
2714,CACNA1F
2715,GPR87
2716,RNF24
2717,TMEM120A
2718,TSPAN10
2719,LYVE1
2720,UNC50
2721,TMEM198
2722,BDKRB2
2723,DMPK
2724,IFI6
2725,CLN3
2726,PCSK5
2727,TPST1
2728,NLGN1
2729,SNX14
2730,VDAC3
2731,SIGLEC6
2732,ZPLD1
2733,ITM2A
2734,CYP4X1
2735,ALG6
2736,ABCG8
2737,B3GNT9
2738,TMEM82
2739,COLCA1
2740,LILRB3
2741,ELOVL6
2742,MIA2
2743,SLC12A6
2744,PIP4P2
2745,ZP1
2746,CFTR
2747,LY6G6F
2748,CH25H
2749,OR5D14
2750,RYR2
2751,CEACAM4
2752,LMTK2
2753,LILRA5
2754,PTPRD
2755,SLC6A7
2756,TMEM8B
2757,MTDH
2758,GCNT2
2759,IFNLR1
2760,DRD1
2761,SLC25A1
2762,SLC52A2
2763,CLDND2
2764,HSD17B12
2765,OR5V1
2766,TECRL
2767,DISP1
2768,SLC7A8
2769,GPR82
2770,OR6A2
2771,ITGA1
2772,DLL1
2773,SLC5A7
2774,TMEM25
2775,GRM4
2776,CHRNA9
2777,FCRL5
2778,BRAWNIN
2779,FAM162A
2780,TNFRSF19
2781,VAMP5
2782,CLIC5
2783,TMEM37
2784,TMEM44
2785,TMC5
2786,OR4C5
2787,AVPR1B
2788,SLC38A4
2789,NOC4L
2790,CSF1
2791,COMTD1
2792,OR5M10
2793,OR13J1
2794,CRYM-AS1
2795,CHRNA1
2796,MPPE1
2797,CYP19A1
2798,OR8G1
2799,TMEM39A
2800,SLITRK6
2801,SLC38A3
2802,OR5D18
2803,SLC25A53
2804,EPHA5
2805,SLC8B1
2806,Q902F9
2807,OR51J1
2808,PLLP
2809,HTR4
2810,OR1F1
2811,BTN2A1
2812,HLA-DQB1
2813,GOLT1B
2814,STEAP1B
2815,SLC2A4
2816,KLRG1
2817,TMC4
2818,ATP4A
2819,SLC26A7
2820,RNF222
2821,TAS2R30
2822,SMIM13
2823,ST8SIA4
2824,SLAMF1
2825,INSIG2
2826,SLC16A1
2827,ADORA2B
2828,CD99L2
2829,TMBIM6
2830,LINGO3
2831,PROCR
2832,CD68
2833,GPR137B
2834,PCDHGC5
2835,MYMK
2836,SMIM33
2837,TMEM63A
2838,KCNH7
2839,OR5M8
2840,A3GALT2
2841,MS4A5
2842,SIGLEC14
2843,OR2W3
2844,VOPP1
2845,TEX51
2846,OR10D4P
2847,SMLR1
2848,HTR3C
2849,TMEM132E
2850,UGT2B17
2851,CD300LB
2852,OR6K6
2853,CACNA1D
2854,SIGLEC1
2855,SLC35B2
2856,MFSD3
2857,PHTF2
2858,GPM6A
2859,ENPP5
2860,PVR
2861,CYP2D7
2862,SLITRK1
2863,TMX2
2864,GJA8
2865,BACE1
2866,GJA9
2867,ELOVL7
2868,DPY19L4
2869,LETMD1
2870,IL17RB
2871,OR2L5
2872,TMEM45B
2873,HRH4
2874,MPL
2875,ARMCX3
2876,KIR2DS2
2877,ABCC12
2878,PCDHB3
2879,CLDN2
2880,FAM237A
2881,KIRREL3
2882,KCNJ6
2883,LHFPL3
2884,C1GALT1C1
2885,ABO
2886,SLC31A2
2887,SMIM27
2888,DNAJC19
2889,RTN2
2890,OR2T2
2891,P2RY1
2892,SMIM30
2893,LSR
2894,FNDC9
2895,PROM2
2896,OR51V1
2897,CLIC4
2898,SLC29A4
2899,ANKAR
2900,RMDN3
2901,TOMT
2902,OR2AG1
2903,B3GNT2
2904,LRRC37A2
2905,PCDHGA3
2906,SLCO1B7
2907,OR4M2B
2908,PINK1
2909,TOR1AIP1
2910,KRTCAP3
2911,TMEM210
2912,VEZT
2913,TMEM80
2914,TMEM144
2915,OR6N2
2916,OR3A1
2917,TMEM262
2918,OR6C6
2919,GPR32P1
2920,CERS4
2921,CLIC3
2922,COA1
2923,KDELR1
2924,NMUR1
2925,UGT2A1
2926,ABHD3
2927,CHST9
2928,SLC30A2
2929,F3
2930,ADRA1D
2931,G6PC3
2932,BMPR1A
2933,OR9Q1
2934,SLC45A4
2935,OR5G3
2936,AGER
2937,MAN1A2
2938,RNF217
2939,PLP1
2940,OR5P2
2941,ADGRB2
2942,STEAP4
2943,AIFM2
2944,RNF139
2945,GLRA2
2946,C6orf50
2947,NDC1
2948,LGR4
2949,TMEM120B
2950,GPAM
2951,ADORA3
2952,SLC16A11
2953,LY9
2954,KCNJ12
2955,ADGRB3
2956,MRGPRF
2957,CYP4F12
2958,ACP2
2959,STX2
2960,CCR8
2961,TMEM151B
2962,CCR5
2963,COX7B2
2964,IL2RG
2965,MFN2
2966,RFT1
2967,FZD7
2968,CLEC2B
2969,ST3GAL6
2970,SSTR1
2971,ZDHHC11B
2972,OR5AC2
2973,KCNJ14
2974,SLC41A3
2975,CADM2
2976,CHSY1
2977,OR4F6
2978,ANO9
2979,PIGF
2980,PCDHB12
2981,XKR5
2982,LRIT2
2983,GJB1
2984,SLC17A7
2985,ELFN1
2986,KCNE1B
2987,SLC35B3
2988,PDGFRA
2989,OR5B17
2990,ERBB3
2991,HERPUD1
2992,OR10K2
2993,MICOS13
2994,TMEM40
2995,TSPAN19
2996,CNGB3
2997,O42043
2998,HTR3D
2999,GPR4
3000,RAET1E
3001,SLC24A2
3002,RHBDD2
3003,SLC2A14
3004,OR2W1
3005,OR8U3
3006,TMEM204
3007,SI
3008,MLC1
3009,KCNG4
3010,IL11RA
3011,FITM2
3012,ADGRE3
3013,NSG1
3014,CLEC4D
3015,IL9R
3016,CD19
3017,B3GALT6
3018,SCD
3019,SLC25A39
3020,PLPP6
3021,CHST15
3022,RNFT1
3023,GPR176
3024,KL
3025,BCL2L10
3026,TMED9
3027,KCNQ5
3028,SLC22A31
3029,MOSMO
3030,NPY2R
3031,TMEM251
3032,MRLN
3033,PTPRS
3034,ABHD1
3035,EMD
3036,SLC1A6
3037,OR4K14
3038,SEC61A1
3039,MPEG1
3040,IGDCC4
3041,KCNU1
3042,OR1L1
3043,OR5B12
3044,CYBC1
3045,HTR1F
3046,LST1
3047,OR4C3
3048,PEX11G
3049,APMAP
3050,EREG
3051,DCBLD2
3052,SLC30A8
3053,OR52E5
3054,ABCB7
3055,IL1RAP
3056,ACBD5
3057,STBD1
3058,KIAA0319L
3059,CCPG1
3060,OR7C1
3061,NPIPB3
3062,NPIPB4
3063,PAM
3064,TMEM125
3065,CACNA2D1
3066,VSIG1
3067,B3GNT8
3068,TRDC
3069,GRM7
3070,ADCYAP1R1
3071,GGT5
3072,C2CD2L
3073,GABRR3
3074,GOLGA5
3075,NDUFB3
3076,FAM205A
3077,FAM189A1
3078,SLC11A2
3079,PTPRM
3080,OR52D1
3081,ADCY4
3082,PLXNA1
3083,ROR2
3084,FBXW7-AS1
3085,CMTM7
3086,IFNGR1
3087,OR4C11
3088,SLC25A33
3089,HRH3
3090,UGT1A10
3091,MUC17
3092,CSPG4
3093,LRRC4
3094,ERVK-21
3095,PTH2R
3096,ACSL6
3097,TMEM87B
3098,GJA4
3099,LPAR4
3100,DAG1
3101,MARVELD2
3102,ITGAV
3103,IL27RA
3104,C5AR2
3105,ASTN2
3106,OR2A14
3107,GJC1
3108,BTN2A2
3109,PTTG1IP2
3110,ABCC4
3111,OR2Z1
3112,TMEM185B
3113,C17orf80
3114,MGAT2
3115,COX7A1
3116,ROBO1
3117,CSF2RA
3118,LRRC8A
3119,TMPRSS4
3120,GJB5
3121,VN1R2
3122,ERBB4
3123,SLC22A25
3124,GPR149
3125,NCKAP1L
3126,XKR4
3127,GRM5
3128,GALNT16
3129,OR5M9
3130,TMEM252
3131,CYP4Z1
3132,SELENOK
3133,APLP1
3134,MGAM
3135,GPA33
3136,MS4A12
3137,PIGR
3138,LTB4R2
3139,KLRC2
3140,UGT3A1
3141,CALHM1
3142,CD300LG
3143,SLC6A9
3144,CHRNA5
3145,SLC52A1
3146,MAMDC4
3147,OR12D3
3148,MEGF9
3149,CACFD1
3150,FFAR1
3151,OR52J3
3152,MLNR
3153,TRIL
3154,CHRM5
3155,GHITM
3156,SYT14
3157,SELENOT
3158,RDH5
3159,GP1BB
3160,OR2T12
3161,HTR3E
3162,SERINC5
3163,YIPF4
3164,OR6C3
3165,CD200R1L
3166,OR10P1
3167,LDLRAD4
3168,NMBR
