Number,Gene Name
3169,MAOB
3170,CLEC4G
3171,MUC3B
3172,OR4D5
3173,TMEM129
3174,POM121
3175,SCN3B
3176,TMEM170A
3177,OR4P4
3178,CACNA1H
3179,NIPA1
3180,EDA
3181,TMEM205
3182,SLC25A18
3183,RNF223
3184,OR8K3
3185,KLRF1
3186,EMP2
3187,MIA3
3188,GUCY2D
3189,VN1R4
3190,ENPP1
3191,SLC4A4
3192,TMEM65
3193,LRRTM2
3194,HCN2
3195,IL1RAPL2
3196,SLC38A7
3197,CD40LG
3198,PLPPR5
3199,OR5C1
3200,XG
3201,LEMD2
3202,SLC37A1
3203,ERVPABLB-1
3204,TMEM161B
3205,DPY19L2
3206,UNC5C
3207,HAS3
3208,UBAC2
3209,KCNA7
3210,OR8D4
3211,OR51F1
3212,CA14
3213,GJA3
3214,GALNT2
3215,TMEM238
3216,GPR108
3217,PIGZ
3218,DSG1
3219,TMEM54
3220,MPV17L
3221,HLA-DRB4
3222,SHISA7
3223,DCBLD1
3224,TMEM139
3225,PNPLA3
3226,LCTL
3227,TXNDC11
3228,HLA-DRB1
3229,FAM241A
3230,P58400
3231,GRIN2D
3232,OR11H6
3233,CR1
3234,CD2
3235,SLC25A6
3236,TNFRSF12A
3237,TMEM11
3238,LRRC55
3239,TMEM94
3240,TMEM62
3241,CD84
3242,FAM209A
3243,OR4F5
3244,SLC26A11
3245,SORCS2
3246,KCNT2
3247,PANX2
3248,SLC13A1
3249,OR5D13
3250,OR10H1
3251,TM2D2
3252,PEX16
3253,OR7E24
3254,LAMP5
3255,UGT2B10
3256,DGCR2
3257,RNF185
3258,TMEM184A
3259,TM9SF2
3260,OPALIN
3261,POMT1
3262,MYADML2
3263,NPSR1
3264,FCGRT
3265,SCN4A
3266,CMTM2
3267,TAAR6
3268,FGFR4
3269,ERVS71-1
3270,TLCD3A
3271,GJA10
3272,GABRP
3273,SFXN1
3274,GPR107
3275,LDLRAD3
3276,STIM2
3277,SYNE3
3278,SLC15A1
3279,ECE2
3280,GSDMA
3281,TYROBP
3282,SLC6A17
3283,RNFT2
3284,PCDHB14
3285,TM7SF2
3286,LPCAT3
3287,TOMM70
3288,RRBP1
3289,OR2AT4
3290,OR13F1
3291,ATP5MC3
3292,Q902F8
3293,ACE
3294,FZD9
3295,EVA1C
3296,TNFRSF17
3297,ENTPD1
3298,TMEM229B
3299,B3GAT1
3300,GLRA1
3301,EXT2
3302,ANTKMT
3303,FUT7
3304,KIAA0319
3305,SLC17A9
3306,CLMN
3307,STX1A
3308,TEX50
3309,CHRNA6
3310,FCRL1
3311,C3AR1
3312,GLT8D1
3313,SLC2A1
3314,FLVCR1
3315,C8orf49
3316,FIMP
3317,BCL2
3318,F2RL1
3319,NOMO2
3320,TMEM87A
3321,PCDH11Y
3322,FZD8
3323,CD93
3324,ICMT
3325,PLPP1
3326,OR2M3
3327,TMEM45A
3328,TM4SF20
3329,PIGS
3330,ASAH2
3331,CLIC2
3332,TPCN1
3333,TMEM43
3334,NFASC
3335,NPIPB11
3336,GRIK5
3337,TMEM235
3338,SIGLEC8
3339,MRC2
3340,OR52Z1
3341,OR4K5
3342,OR4D2
3343,ITFG1
3344,TMEM163
3345,TMEM134
3346,NPDC1
3347,ATP8A1
3348,NECTIN3
3349,TMEM63B
3350,SMIM41
3351,SLC47A2
3352,IL13RA1
3353,HCST
3354,GIPR
3355,ADGRE5
3356,OR1G1
3357,YIF1B
3358,SNN
3359,GRIK3
3360,NDUFB8
3361,TAS2R16
3362,SSTR3
3363,GPR15
3364,OR10G7
3365,SLC25A2
3366,OPN1MW
3367,CD74
3368,SCAMP4
3369,LPCAT4
3370,PDZD8
3371,OR2H2
3372,TMPRSS7
3373,RETREG3
3374,SURF1
3375,UGT3A2
3376,SPN
3377,KITLG
3378,RAMP2
3379,PERP
3380,MUC16
3381,SLC25A42
3382,TNFRSF4
3383,MT-ND3
3384,C1GALT1C1L
3385,SMIM31
3386,HAVCR1
3387,TMEM176A
3388,CELSR1
3389,MMP16
3390,SLC10A7
3391,UBR4
3392,OR10G8
3393,KCNK2
3394,LHFPL4
3395,SLITRK2
3396,MFSD5
3397,UGT2B28
3398,ST6GALNAC4
3399,OR5AK2
3400,FFAR2
3401,ERMARD
3402,FMO3
3403,NRSN1
3404,VCAM1
3405,IGSF9
3406,SLC16A4
3407,CLDN5
3408,POPDC3
3409,SMCO3
3410,SLC39A11
3411,TMEM106A
3412,TMEM260
3413,CXCR6
3414,CYB5B
3415,ADGRA1
3416,B3GALT5
3417,CLDN7
3418,SLITRK4
3419,MS4A4E
3420,MBOAT4
3421,OR51M1
3422,ITGB8
3423,GCGR
3424,ITGA2B
3425,RNF150
3426,YIF1A
3427,TMEM74
3428,RXFP4
3429,OPN4
3430,KCNA10
3431,CALCR
3432,BCL2L13
3433,SERINC2
3434,TRGC2
3435,OR1D2
3436,SDIM1
3437,PTGIS
3438,CPLANE1
3439,EMCN
3440,TMPRSS11D
3441,SLC36A3
3442,SLC39A8
3443,ABCA8
3444,KCNQ2
3445,OR4K17
3446,P2RY11
3447,MARCHF6
3448,OR1M1
3449,MSLNL
3450,CDAN1
3451,LRIT1
3452,AATK
3453,KASH5
3454,GLIPR1L2
3455,OR6C76
3456,LINC02912
3457,SLC5A4
3458,TGFBR3L
3459,SLC8A3
3460,SIRPB2
3461,TNMD
3462,TRABD2B
3463,S1PR3
3464,EDA2R
3465,PANX3
3466,ATP8A2
3467,OR2T33
3468,GHSR
3469,HHATL
3470,LMBR1L
3471,RNF130
3472,TSPAN1
3473,OR6M1
3474,KCNJ16
3475,VTI1A
3476,LRRC25
3477,CADM3
3478,TMEM59L
3479,TMEM232
3480,GCNT4
3481,OR56B2P
3482,LAIR1
3483,ESYT3
3484,PIGW
3485,SEMA4A
3486,FADS6
3487,MGST3
3488,CXCR2
3489,EVI2B
3490,CD101
3491,LMTK3
3492,GABRR2
3493,NRP1
3494,GOLIM4
3495,UTS2R
3496,ELOVL1
3497,B4GALT7
3498,HLA-DPB1
3499,ELOVL3
3500,PTPRC
3501,AVPR2
3502,SYNE4
3503,CD300LF
3504,TMPPE
3505,CERS6
3506,SPACA6
3507,GRM2
3508,HYAL4
3509,NPR3
3510,SMIM4
3511,FAM189B
3512,SLC6A15
3513,SLC35B1
3514,TSPAN8
3515,ECSCR
3516,CYP26C1
3517,PCDHAC2
3518,MARCHF11
3519,TMEM214
3520,BMPR1B
3521,NOX4
3522,FXYD7
3523,GGT3P
3524,PKD1L3
3525,NCSTN
3526,LRRC37A
3527,IKBIP
3528,KLRG2
3529,PROKR2
3530,KCNQ3
3531,COX14
3532,HCN4
3533,SLC27A1
3534,OR51F2
3535,EPHB1
3536,TMEM106B
3537,CMTM4
3538,OR8G3P
3539,TMEM41B
3540,RTP3
3541,OR2A1;
3542,LRRC37A3
3543,SLC44A2
3544,LILRA2
3545,SPPL2A
3546,OR2T5
3547,CMTM3
3548,FMO2
3549,SCN1B
3550,PRO1933
3551,UGT1A9
3552,GPR143
3553,DDR2
3554,DHCR24
3555,ALDH3A2
3556,CNNM3
3557,TMEM64
3558,ST6GALNAC3
3559,LPCAT1
3560,CHST13
3561,PCDHGC3
3562,NKPD1
3563,CACNA1I
3564,CTXN3
3565,VSTM2B
3566,CDH22
3567,TLR4
3568,OR56B1
3569,OR5T3
3570,GPR137
3571,SLC17A3
3572,SPATA31A7
3573,CATSPERG
3574,GRIA2
3575,TMED6
3576,NTRK3
3577,OR6F1
3578,TRHDE
3579,SGMS1
3580,OR13C5
3581,FMO4
3582,RTP5
3583,DPY19L3
3584,KIR2DL2
3585,SFT2D1
3586,HSD3B1
3587,PCDHGA12
3588,YIPF3
3589,OR5AP2
3590,SC5D
3591,PTPRT
3592,SMPD2
3593,ARIH2OS
3594,UGT8
3595,SLC1A2
3596,GPR32
3597,SLC6A13
3598,GXYLT1
3599,ALG8
3600,ATP5MK
3601,APLNR
3602,SCN8A
3603,BDKRB1
3604,B4GALT4
3605,SCN1A
3606,ESYT1
3607,MUC1
3608,MFSD2A
3609,IL7R
3610,L0R6Q1
3611,KIR3DL2
3612,MC2R
3613,HRK
3614,COX20
3615,OR6K3
3616,TMC2
3617,GGT7
3618,B4GALNT4
3619,MIR17HG
3620,PCDH19
3621,ITGAM
3622,B3GALT2
3623,DGAT2L6
3624,GPR75
3625,HS6ST2
3626,FCAMR
3627,OR1J2
3628,SHISA2
3629,TAS1R2
3630,CYP4V2
3631,ENG
3632,SV2B
3633,SLC22A10
3634,A4GNT
3635,VAPB
3636,CATSPER3
3637,IL1R2
3638,GRIA4
3639,OR1A2
3640,UBR3
3641,YIPF5
3642,NPY4R
3643,KCNH1
3644,GREB1L
3645,TNFSF9
3646,IL2RB
3647,OR2C1
3648,LILRA4
3649,STX6
3650,OPN1SW
3651,TAS2R39
3652,UQCRQ
3653,VAMP8
3654,SLC7A14
3655,TMCC2
3656,KCNG3
3657,KCNJ5
3658,ACKR1
3659,LEPROT
3660,PAQR4
3661,TRPV4
3662,NPHS1
3663,SDR42E1
3664,NDUFA4
3665,TMPRSS15
3666,GRAMD1A
3667,TM4SF19
3668,SLC30A1
3669,LRRC3B
3670,HAS2
3671,TSPAN11
3672,LILRB4
3673,TPCN2
3674,SERINC3
3675,OR1L8
3676,TREM1
3677,GPR139
3678,VMP1
3679,OR1F12
3680,TMEM220
3681,ERG28
3682,SLC33A1
3683,SLC24A4
3684,SSR4
3685,SLC22A9
3686,OR4D11
3687,LHFPL1
3688,SFXN2
3689,ABCG5
3690,REEP6
3691,NIPA2
3692,IL18RAP
3693,CRB2
3694,SLC25A4
3695,IGSF9B
3696,KIT
3697,OR1F2P
3698,FER1L5
3699,MS4A4A
3700,C2CD2
3701,PRTG
3702,PKD2
3703,PAQR3
3704,MFSD8
3705,OR11H12
3706,GALNT4
3707,SCN3A
3708,G6PC2
3709,ATP6V0E2
3710,CACNG3
3711,SPTY2D1OS
3712,SIDT1
3713,CD83
3714,KCNJ1
3715,OR5A2
3716,FADS1
3717,KCNJ18
3718,OR1L4
3719,LAPTM4B
3720,OR4S2
3721,STIM1
3722,SCAMP5
3723,COL17A1
3724,PAG1
3725,ENTPD7
3726,C5orf60
3727,TMEM114
3728,SLC2A13
3729,PLPP7
3730,GPR63
3731,TLR8
3732,CANT1
3733,OR52K1
3734,CD164
3735,SLC5A9
3736,SPTLC2
3737,NPBWR2
3738,TMEM211
3739,DCHS1
3740,TLR7
3741,TMEFF1
3742,FAT3
3743,ITGAL
3744,OR10J6P
3745,GPR34
3746,OR4C12
3747,CDH1
3748,TMIE
3749,GABRB2
3750,IL17RE
3751,GET1
3752,NUP210
3753,POMGNT2
3754,GFRAL
3755,OR52B2
3756,CYP4Z2P
3757,TIMM17A
3758,SLC66A3
3759,COX4I2
3760,SLC6A19
3761,HLA-DOB
3762,CCR4
3763,PIGB
3764,LMBRD1
3765,TMEM30A
3766,TMEM216
3767,LINC00301
3768,ADAM11
3769,KDELR3
3770,GJD3
3771,TMEM230
3772,PCDHA6
3773,SLC39A1
3774,CCDC51
3775,CD226
3776,MACO1
3777,TMEM92
3778,KCNF1
3779,SEZ6L
3780,TMEM269
3781,SREBF1
3782,TMEM179
3783,PXMP4
3784,STX3
3785,VAMP3
3786,SMIM24
3787,ECEL1
3788,GPR85
3789,SPTLC1
3790,BCAP29
3791,KCNA5
3792,SMIM28
3793,ZDHHC5
3794,PLPP4
3795,SMCO4
3796,TMEM275
3797,LY75
3798,TRPM4
3799,SMPD4
3800,CD1E
3801,IL20RA
3802,PGAP6
3803,CXCR5
3804,CACNA1E
3805,MARVELD1
3806,ATP4B
3807,NOTCH3
3808,RHBDL1
3809,RHBG
3810,OR51B4
3811,GIMAP1
3812,PCDHA12
3813,NUS1
3814,SPRING1
3815,HLA-DRB3
3816,TAS2R13
3817,CYB561A3
3818,OR5H15
3819,ZDHHC2
3820,LARGE1
3821,CEACAM20
3822,SECTM1
3823,HIDE1
3824,STX18
3825,SHISAL2A
3826,FER1L4
3827,TMEM222
3828,DNAJC14
3829,OR4N4
3830,WBP1L
3831,CREB3L2
3832,CD82
3833,PDPN
3834,ADCY2
3835,CD247
3836,B4GALNT3
3837,PLXNA4
3838,FRMD5
3839,S1PR2
3840,OR8B4
3841,TMIGD1
3842,FAM234A
3843,SYT9
3844,TMEM191B
3845,LRRC32
3846,ROS1
3847,CLGN
3848,SEMA4F
3849,DERL3
3850,C19orf12
3851,TTYH2
3852,SMIM40
3853,PRRG3
3854,STAB1
3855,SLC12A4
3856,MRGPRE
3857,PKD2L1
3858,JPH1
3859,TMEM69
3860,LRFN4
3861,CLDN23
3862,MYRFL
3863,PCDHGA9
3864,SMIM42
3865,ARSH
3866,TMEM119
3867,PCDHB16
3868,HLA-B
3869,SLC23A1
3870,Q8N1Y9
3871,LRRC4C
3872,GJB7
3873,GPM6B
3874,IMMT
3875,OMA1
3876,MMP14
3877,TFRC
3878,SLC12A2
3879,SLC5A1
3880,GLRA3
3881,UXS1
3882,OR52I2
3883,LINC00862
3884,HLA-DRA
3885,CASD1
3886,UNQ5815/PRO19632
3887,MFAP3L
3888,RNF112
3889,ABCA12
3890,PCDH20
3891,NDST4
3892,CHODL
3893,PCDHGA4
3894,KCNN3
3895,CYP4F8
3896,ERVK-9
3897,PIGP
3898,SYP
3899,ATL1
3900,MC3R
3901,GPR65
3902,TNFSF15
3903,SLC25A30
3904,ST6GAL1
3905,MICU1
3906,ALOX5AP
3907,DSEL
3908,AMIGO3
3909,BNIP1
3910,GLCE
3911,A6NNC1
3912,BLCAP
3913,LGR5
3914,PIGU
3915,MMP24
3916,SLC25A11
3917,CNGB1
3918,OR2T8
3919,TMEM156
3920,NPY1R
3921,CXADR
3922,SLC6A14
3923,HLA-F
3924,HRCT1
3925,OR2B8P
3926,CNIH2
3927,GPR89A
3928,COX6A1
3929,Q8N9W7
3930,NRP2
3931,TMEM208
3932,ABCA6
3933,PCDHGB2
3934,CYP4F11
3935,SLC7A2
3936,MICA
3937,TAS2R43
3938,STIMATE
3939,PTPRR
3940,COX15
3941,TMCC3
3942,LRRC52
3943,CYSLTR2
3944,SMIM39
3945,SMIM19
3946,TVP23A
3947,PMP22
3948,ALG5
3949,TVP23B
3950,PLSCR2
3951,REELD1
3952,SLC25A43
3953,SLC22A12
3954,TMEM41A
3955,OR52E6
3956,VAMP1
3957,P2RY2
3958,AGTR2
3959,AGPAT1
3960,FAM8A1
3961,CD8B2
3962,MFSD6L
3963,RTP4
3964,SMIM1
3965,PCDH1
3966,MINAR2
3967,SLC36A4
3968,NINJ2
3969,DSC2
3970,BAMBI
3971,GPR153
3972,GCNT7
3973,ZDHHC19
3974,OR5AU1
3975,SLC22A5
3976,DCHS2
3977,TAS2R9
3978,SLC22A6
3979,EPHX3
3980,NOX5
3981,Q69384
3982,CACHD1
3983,PVRIG
3984,FLRT2
3985,SLC16A6
3986,FUT6
3987,PEX12
3988,MC5R
3989,P2RY12
3990,OR13C9
3991,ACKR2
3992,TMEM256
3993,SLC37A4
3994,PTGDR
3995,OPN1MW2
3996,SMIM34B
3997,RNF148
3998,RAMP1
3999,CDCP1
4000,SMIM11B
4001,SELE
4002,OR10S1
4003,SMIM23
4004,HTR3B
4005,OR4D9
4006,CHPT1
4007,OR52E2
4008,SLC2A2
4009,PCDHGB4
4010,CD1C
4011,RNF43
4012,ATP8B4
4013,TENM2
4014,TRPC3
4015,SLC22A23
4016,OR5M3
4017,OR4L1
4018,FAAH2
4019,OR8B12
4020,RNF128
4021,CCR7
4022,ADGRG6
4023,STX7
4024,PCDHB2
4025,P2RY10
4026,CD1A
4027,SLC35E2A
4028,NIPAL1
4029,SLAMF8
4030,CCKAR
4031,PKD1
4032,OR7D4
4033,LSMEM2
4034,ATRAID
4035,TMTC4
4036,OR8B8
4037,UGT1A7
4038,ELOVL4
4039,RNF144B
4040,P2RX5
4041,CYP4F22
4042,RXFP3
4043,MADCAM1
4044,OR2H1
4045,OR5K4
4046,TMEM231
4047,CLCC1
4048,CD46
4049,SLC35E3
4050,SLC35G6
4051,TSPAN7
4052,FATE1
4053,MRGPRG
4054,NFAM1
4055,TMEM26
4056,OR10G2
4057,NDST3
4058,CD1B
4059,CNTNAP4
4060,FCER1A
4061,TM6SF1
4062,OR5T2
4063,SLC49A4
4064,SYT13
4065,TMEM19
4066,GPR158
4067,SHISA3
4068,ADRB1
4069,TAAR2
4070,B3GAT3
4071,OR10T2
4072,CHRNB4
4073,TRPM7
4074,CD69
4075,SMIM43
4076,IGF2R
4077,UGT1A1
4078,PIRT
4079,ERLIN1
4080,ICAM4
4081,ZACN
4082,MIEF2
4083,BTNL3
4084,TMEM9B
4085,KCNK1
4086,PILRB
4087,TMEM160
4088,FKBP8
4089,TNFSF18
4090,UNC5CL
4091,BNIP3
4092,CACNG6
4093,LAMP1
4094,GRID2
4095,GRAMD1C
4096,OR52N2
4097,PET100
4098,MEGF11
4099,KCNH5
4100,VN1R5
4101,CDH26
4102,SUSD1
4103,GALNT1
4104,PCDH8
4105,UGT1A4
4106,ANO7
4107,SERP2
4108,HTR3A
4109,LDLRAD1
4110,POMT2
4111,SLC9A1
4112,AQP4
4113,RYR1
4114,KLRK1
4115,VSIG10L2
4116,FUT9
4117,TAS2R46
4118,PCDH12
4119,B4GAT1
4120,PTH1R
4121,SLC26A8
4122,TSPO
4123,OR14L1P
4124,RNF152
4125,HEPHL1
4126,NPY5R
4127,TTYH3
4128,SPAG4
4129,C9JQL5
4130,CYP2U1
4131,NDFIP1
4132,TSPAN17
4133,OR5B21
4134,CEACAM21
4135,HRH2
4136,XKR9
4137,EI24
4138,OR4C16
4139,CD79B
4140,SLC8A1
4141,TMEM174
4142,OR4C15
4143,LILRA6
4144,OSBPL8
4145,ROBO2
4146,MEP1B
4147,RNF183
4148,FZD2
4149,CDH3
4150,MANSC1
4151,TMEM143
4152,MCU
4153,XYLT2
4154,KCNK9
4155,LPAR2
4156,PAQR8
4157,MT-CYB
4158,CLDN10
4159,OR2V1
4160,ZDHHC7
4161,MOG
4162,PLXNB3
4163,NPC1
4164,SLC20A1
4165,SEC11C
4166,OR9A1P
4167,ADGRG4
4168,OR5L1
4169,AREG
4170,DERL2
4171,KCNJ4
4172,SLC19A2
4173,CHRND
4174,EIF2AK3
4175,ATAD1
4176,KCNS3
4177,TIMM29
4178,TMEM184B
4179,DRD2
4180,SLC17A6
4181,OTOF
4182,TMEM241
4183,CLEC12A
4184,MS4A2
4185,MCOLN2
4186,CNTNAP3
4187,HILPDA
4188,PCDHGA6
4189,BSCL2
4190,OR1L3
4191,GXYLT2
4192,CDS1
4193,CACNG8
4194,HS3ST6
4195,THSD1
4196,ATP13A3
4197,ADGRV1
4198,IL5RA
4199,C3orf33
4200,OR4M2
4201,PLAAT2
4202,PKDREJ
4203,SOGA3
4204,UNC5A
4205,SCN4B
4206,OR5H2
4207,COL13A1
4208,SEC22C
4209,ADRB3
4210,TEDDM1
4211,ACVRL1
4212,COX16
4213,BTNL8
4214,BNIP3L
4215,LMAN2
4216,BRI3BP
4217,TSPO2
4218,NCR3
4219,TNF
4220,NAT8L
4221,PLXNB1
4222,TBC1D20
4223,CSMD1
4224,CRIM1
4225,SMIM21
4226,NALCN
4227,TMED3
4228,VKORC1
4229,SLC17A4
4230,GPR119
4231,SLCO1C1
4232,P2RY14
4233,PCDHB18P
4234,SEMA4B
4235,RNF26
4236,OR11G2
4237,VDAC1
4238,CLDN20
4239,SLC34A2
4240,CACNA1A
4241,ATP6AP2
4242,KCNV2
4243,KIR2DS1
4244,GRIA1
4245,PLSCR3
4246,SLCO3A1
4247,SLC25A48
4248,MARCHF5
4249,RNF19B
4250,EMC1
4251,SYBU
4252,BET1
4253,TRIM13
4254,HTR1A
4255,TMEM171
4256,METTL23
4257,PCDHGB1
4258,TAS2R41
4259,SLCO6A1
4260,OR2J1
4261,PRNP
4262,OR1D5
4263,SPACA1
4264,TMEM95
4265,NDUFB1
4266,LETM1
4267,ZAN
4268,ADCY8
4269,GAL3ST1
4270,MYORG
4271,SLC27A2
4272,SRPRB
4273,ATP13A5
4274,DIO2
4275,CDH11
4276,CD3E
4277,SLC27A5
4278,SLC6A2
4279,SCARA5
4280,OR52A4P
4281,ANKRD46
4282,OR10A3
4283,RGR
4284,PDZK1IP1
4285,OR2M5
4286,MUL1
4287,C4orf3
4288,CDC14C
4289,SEZ6L2
4290,IFNGR2
4291,PLXNC1
4292,DGKE
4293,MC1R
4294,POPDC2
4295,DUOXA2
4296,ZP4
4297,NOMO1
4298,FCRL2
4299,P2RY8
4300,FNDC3B
4301,MGST1
4302,USP19
4303,TMCO3
4304,KCNJ8
4305,TEK
4306,MIGA2
4307,PIGQ
4308,OR4E1
4309,GRIN2A
4310,SLC9A4
4311,GPR27
4312,SLC39A13
4313,PCDHA1
4314,SMIM20
4315,CRHR1
4316,ALG9
4317,SLC45A2
4318,MFF
4319,SLC26A6
4320,SAMD8
4321,PTPRH
4322,NPIPB12
4323,ZP3
4324,UPK3A
4325,CCDC107
4326,ZNRF4
4327,ELFN2
4328,TRPC7
4329,C10orf105
4330,CLDN22
4331,CTAGE15
4332,TMEM35B
4333,TLR6
4334,NPFFR1
4335,ACVR2B
4336,TMED2
4337,NRG2
4338,SCARF2
4339,ELOVL5
4340,KLHDC7A
4341,OR3A3
4342,ARMCX4
4343,SLC12A5
4344,OR10V1
4345,CD320
4346,OR52M1
4347,CD9
4348,CHST8
4349,KCNK12
4350,TM9SF4
4351,CATSPERE
4352,OR5M1
4353,TRA
4354,NFE2L1
4355,UPK1A
4356,ESYT2
4357,ATP5MF
4358,SLC7A5P1
4359,ADAM10
4360,LRRC8C
4361,HACD2
4362,SLC25A41
4363,EPCAM
4364,OPRM1
4365,TNFSF10
4366,TMC1
4367,CHPF
4368,EMC6
4369,SLC45A1
4370,OR51G1
4371,KTN1
4372,OTOP2
4373,ADIG
4374,FXYD6
4375,MGAT4A
4376,CHRNA10
4377,MFSD14B
4378,DCC
4379,MPZL3
4380,PCDHB15
4381,DOLPP1
4382,GOLM2
4383,VANGL1
4384,DNAJC1
4385,TMEM14DP
4386,SLC7A5
4387,IGDCC3
4388,IGSF11
4389,TIMM23B
4390,SLC7A9
4391,ORAI1
4392,TACR2
4393,OR52N4
4394,GPR146
4395,EPHA6
4396,RNF13
4397,TMEM154
4398,CACNA1C
4399,HCAR2
4400,ABCA2
4401,CD81
4402,ENPP3
4403,ATP1A4
4404,FRAS1
4405,BEST1
4406,RRH
4407,UGT2B7
4408,OR5I1
4409,ORMDL2
4410,CCR6
4411,FFAR4
4412,SLC51B
4413,OR6T1
4414,GGCX
4415,IL12RB2
4416,SLC19A1
4417,OR10Q1
4418,OR2D2
4419,OR11L1
4420,TMEM89
4421,WSCD1
4422,MYRF
4423,PRRT2
4424,OR10A5
4425,TMEM121
4426,TMED5
4427,DPY19L1
4428,MFSD14C
4429,LGR6
4430,ZDHHC1
4431,PROM1
4432,SPACA3
4433,RNF170
4434,C7orf66
4435,YWHAH-AS1
4436,PCDHGA2
4437,GJB4
4438,SLC26A3
4439,OR4Q3
4440,KCT2
4441,APP
4442,SYS1
4443,ABCC11
4444,TMEM164
4445,OR8H3
4446,OR4F21
4447,OR2AE1
4448,FGFR2
4449,C5AR1
4450,OR4K3
4451,C1GALT1
4452,CHST11
4453,TM2D1
4454,OR5AN1
4455,DIO3
4456,ADCK5
4457,SIGLEC7
4458,RNF149
4459,CHST1
4460,LRRC4B
4461,OR10A4
4462,TMEM106C
4463,SLC9B1
4464,MYO9A
4465,CYP46A1
4466,C3orf18
4467,LDLR
4468,CLTRN
4469,SLC23A3
4470,FAM171A1
4471,HLA-DRB5
4472,DUOXA1
4473,MGARP
4474,OR10H5
4475,GALNT5
4476,GPR89B
4477,ARL6IP6
4478,TIMM50
4479,CD37
4480,TAS2R36
4481,OR10H4
4482,GJB3
4483,CRELD1
4484,SIGLEC16
4485,SLC4A3
4486,ST8SIA2
4487,TMEM187
4488,EPHB3
4489,LINGO2
4490,KCNE1
4491,GPR21
4492,ATP8B3
4493,PGRMC1
4494,FPR3
4495,OPRK1
4496,OR2AG2
4497,ABCD4
4498,HLA-G
4499,PTPRN
4500,GRIK2
4501,OR2AK2
4502,HCN1
4503,ADGRG5
4504,GPR18
4505,SNORC
4506,GJC2
4507,SHISAL2B
4508,TMEM273
4509,OCSTAMP
4510,CD3G
4511,FAM189A2
4512,TMTC2
4513,PRAF2
4514,CD38
4515,KCNA4
4516,SEC61A2
4517,LPAR6
4518,CATSPER4
4519,OR2L2
4520,TMEM132D
4521,SUSD5
4522,OR10J4
4523,OR56A3
4524,TNFSF11
4525,PLXNA3
4526,SNPH
4527,BTNL9
4528,ENPP4
4529,HTR7
4530,CHRNA7
4531,CATSPERD
4532,PCDHB5
4533,TTYH1
4534,HLA-DPA1
4535,MFSD6
4536,GPR171
4537,ATP1B2
4538,BIK
4539,LPGAT1
4540,OST4
4541,DERL1
4542,OPRD1
4543,RNF225
4544,CTDNEP1
4545,SUSD2
4546,COX8C
4547,PIGV
4548,TMEM270
4549,OR8U8
4550,GYPB
4551,TMEM242
4552,SMIM11
4553,ADGRE4P
4554,TREML2
4555,CEPT1
4556,CLCA4
4557,PCDHA10
4558,NRXN2
4559,LINGO4
4560,MME
4561,OCA2
4562,VAMP7
4563,NTSR2
4564,LRP5
4565,SCO2
4566,NSDHL
4567,PRRT1
4568,VN1R17P
4569,TMEM212
4570,TMEM225B
4571,UPK3B
4572,UCP2
4573,TMEM245
4574,Q7L0L9
4575,MUCL3
4576,NCR3LG1
4577,RGS9BP
4578,FPR1
4579,PLAAT1
4580,OR8U9
4581,VN1R3
4582,PLSCR4
4583,KCNK5
4584,PDCD1LG2
4585,LMF1
4586,C2orf74
4587,LTB
4588,COX7C
4589,CRLF2
4590,PCDHB7
4591,NDUFA1
4592,SLC5A12
4593,NAT8B
4594,TMEM185A
4595,GOLM1
4596,CLIC6
4597,OR4A4P
4598,OR14K1
4599,TNFRSF1A
4600,ADGRE2
4601,NIPAL2
4602,RRP12
4603,TMEM178B
4604,AGPAT3
4605,HEPH
4606,SLC31A1
4607,DSC3
4608,LDLRAD2
4609,TMEM234
4610,APOLD1
4611,OPN5
4612,ADGRL1
4613,SCNN1B
4614,TIMM17B
4615,SIGIRR
4616,PMEL
4617,CR2
4618,DISP3
4619,THSD7B
4620,ATP13A4
4621,ACSL5
4622,CACNG4
4623,TMEM33
4624,SEC63
4625,CLN5
4626,SEL1L3
4627,BTN1A1
4628,KIR2DL1
4629,SLC8A2
4630,TMEM107
4631,KCNH8
4632,TNFRSF9
4633,TMEM51
4634,TRPA1
4635,GYPC
4636,TMEM104
4637,ARL6IP5
4638,FCAR
4639,ERMAP
4640,PNPLA7
4641,NAGPA
4642,FUT2
4643,TLR10
4644,OR52R1
4645,CDHR1
4646,SIRPB1
4647,MAN2A2
4648,OR5AL1
4649,FAM210B
4650,ICAM2
4651,TM4SF1
4652,OR2T11
4653,LHCGR
4654,PROKR1
4655,CACNG7
4656,OR5K2
4657,SLC43A3
4658,MOSPD3
4659,ADGRB1
4660,MMGT1
4661,TSPAN32
4662,CLEC17A
4663,METTL25B
4664,CDH7
4665,TMEM138
4666,IFNAR2
4667,SMIM14
4668,BACE2
4669,SLC25A13
4670,B3GALT4
4671,VSIG8
4672,SLC41A2
4673,APCDD1
4674,C1orf185
4675,ABHD12
4676,MARCHF4
4677,YIPF2
4678,GRIN3B
4679,SCTR
4680,SRD5A1
4681,ANKH
4682,CLEC4E
4683,TMEM72
4684,LRRC24
4685,ABCA4
4686,C1orf162
4687,TSHR
4688,IL17RD
4689,ATP1B1
4690,CHST2
4691,MFSD12
4692,OR7C2
4693,VMA21
4694,MFN1
4695,HSD17B7
4696,TMEM183A
