Number,Gene Name, SCimilarity Attribution Score, Transmembrane Domain?
11582,PTPA,2.4994740159763623e-05,False
11583,KCNH6,2.499285207694147e-05,True
11584,TMEM104,2.49910720743471e-05,True
11585,WBP1,2.498967298418893e-05,False
11587,COL4A5,2.4982517652429127e-05,False
11588,TMEM205,2.4979819267554072e-05,True
11589,KLHL15,2.497723876358213e-05,False
11590,AARS2,2.4964125651891927e-05,False
11592,DDN,2.4949528533835975e-05,False
11593,TPH1,2.4944311534431885e-05,False
11594,USP1,2.4940023451562427e-05,False
11595,CXorf56,2.4938118035959757e-05,False
11596,ANKRD34A,2.4932988901291893e-05,False
11597,DNPH1,2.4932383810107737e-05,False
11598,TBXAS1,2.4927005891357704e-05,True
11599,ECEL1,2.492593840901211e-05,True
11600,SFR1,2.4923500300327765e-05,False
11601,C5AR1,2.4922906209976823e-05,True
11602,RPL13,2.492071810384615e-05,False
11603,CTNS,2.491784515623134e-05,True
11604,RFX8,2.491580696472224e-05,False
11605,DTX2,2.490958685443751e-05,False
11606,ZSCAN21,2.4901321224299223e-05,False
11607,WDR83,2.489061225349275e-05,False
11608,TRAPPC2L,2.489023298341601e-05,False
11609,BIRC3,2.488738410026008e-05,False
11610,COX6A1,2.4886702037234957e-05,True
11611,MED12,2.4880057013432243e-05,False
11612,PRDX6,2.487866942136154e-05,False
11615,TVP23B,2.486111252907909e-05,True
11617,INPP5E,2.485332711560001e-05,False
11618,B3GNT4,2.484786331687254e-05,True
11620,CNNM3,2.484261888212134e-05,True
11621,PEX16,2.4840939999379176e-05,True
11622,CPOX,2.483581814603821e-05,False
11623,SAMD1,2.482849568451538e-05,False
11625,TIGD4,2.4820159535590016e-05,False
11626,CREB3L1,2.481949454908019e-05,True
11627,MPZ,2.481245353886773e-05,True
11628,SYNE4,2.4808056621245287e-05,True
11630,C1orf198,2.4794037562885423e-05,False
11631,MED11,2.4783283289260448e-05,False
11632,RETSAT,2.477574269251672e-05,False
11634,IL11RA,2.474742816999228e-05,True
11635,SFTPC,2.4747324510797695e-05,False
11636,NEURL4,2.473237843970108e-05,False
11637,MRPL23,2.4729191974930364e-05,False
11638,MSANTD1,2.472341593458854e-05,False
11639,MCMDC2,2.4718733689294065e-05,False
11640,ZNF688,2.4709183497260464e-05,False
11642,ALKBH4,2.4696789556262827e-05,False
11643,FAM136A,2.469658067304969e-05,False
11644,MRPS33,2.469642163081707e-05,False
11645,NT5E,2.469626271090236e-05,False
11646,NOA1,2.469257616481559e-05,False
11647,UNG,2.469132122471071e-05,False
11648,LSM10,2.4688529626860836e-05,False
11651,GPATCH4,2.468611115865673e-05,False
11652,LKAAEAR1,2.4648852493678685e-05,False
11654,YRDC,2.463574369721245e-05,False
11655,XAB2,2.4624956117814557e-05,False
11657,TIPARP,2.4611916726506e-05,False
11658,SUV39H2,2.460630417365556e-05,False
11659,EIF3I,2.4606227883560663e-05,False
11660,SLC6A16,2.458652650757461e-05,True
11661,ZFPL1,2.4580832101829685e-05,True
11662,MTBP,2.4573002979089475e-05,False
11663,REXO4,2.456968141543376e-05,False
11664,GMEB2,2.456789418324715e-05,False
11665,F10,2.4559352723136733e-05,False
11666,C1RL,2.4557520572765967e-05,False
11667,PXN,2.4554968702594863e-05,False
11668,TFAP2A,2.454863426080871e-05,False
11669,LYSMD4,2.45467058116978e-05,True
11670,DERL2,2.4540996396306052e-05,True
11671,RPS19BP1,2.453852117768601e-05,False
11673,ZNF701,2.4510670712183256e-05,False
11674,PLA2G4A,2.45038815107214e-05,False
11675,DCAF11,2.4486667108309544e-05,False
11676,FAM192A,2.4482878158063763e-05,False
11677,CSRP1,2.4467565466830188e-05,False
11678,RP1,2.4462763187569677e-05,False
11679,GEMIN2,2.4462008545752072e-05,False
11680,TMUB1,2.445235354850288e-05,True
11681,TSFM,2.445145693149614e-05,False
11682,SP9,2.442037178964492e-05,False
11683,NOP2,2.440484092697365e-05,False
11684,RPL36,2.439349698148518e-05,False
11685,PATZ1,2.439294586328584e-05,False
11686,CMTM2,2.4389113749859693e-05,True
11687,CACFD1,2.43890359804953e-05,True
11689,CXXC1,2.437239331453495e-05,False
11690,MCM7,2.4361407046627303e-05,False
11691,H3F3A,2.435646421108821e-05,False
11693,JUNB,2.4353686704161107e-05,False
11694,RASL11A,2.435277598654678e-05,False
11695,ZNF684,2.4347336569160704e-05,False
11696,SOCS2,2.4339311833235715e-05,False
11697,KCTD10,2.4337730701851898e-05,False
11698,FAM173B,2.4336061915284744e-05,True
